MaNV,NgayThang,PhongBan,ChucDanh,Cluster,TargetNghiViec
5282,2025-01-01,Human Resources,HR Manager,1,0
5284,2025-01-01,Operations,Operations Manager,0,0
5291,2025-01-01,Sales,Sales Representative,2,1
5292,2025-01-01,Sales,Sales Executive,1,0
5293,2025-01-01,Information Technology,Data Analyst,1,0
5294,2025-01-01,Human Resources,HR Executive,0,0
5295,2025-01-01,Marketing,Content Specialist,0,1
5306,2025-01-01,Sales,Account Manager,1,1
5308,2025-01-01,Operations,Operations Executive,3,0
5310,2025-01-01,Sales,Sales Representative,2,0
5314,2025-01-01,Marketing,Content Specialist,3,1
5320,2025-01-01,Operations,Warehouse Supervisor,1,0
5321,2025-01-01,Finance,Finance Manager,1,0
5323,2025-01-01,Information Technology,IT Support,1,0
5324,2025-01-01,Human Resources,Recruiter,2,0
5325,2025-01-01,Sales,Sales Supervisor,2,0
5326,2025-01-01,Marketing,Marketing Executive,2,0
5331,2025-01-01,Finance,Accountant,1,0
5333,2025-01-01,Marketing,Marketing Executive,1,0
5335,2025-01-01,Sales,Sales Representative,1,0
5336,2025-01-01,Human Resources,C&B Specialist,1,1
5337,2025-01-01,Information Technology,Data Analyst,1,1
5338,2025-01-01,Finance,Finance Manager,1,0
5339,2025-01-01,Information Technology,IT Support,0,0
5340,2025-01-01,Operations,Procurement Specialist,1,1
5343,2025-01-01,Marketing,Content Specialist,1,1
5344,2025-01-01,Information Technology,IT Support,1,0
5346,2025-01-01,Operations,Procurement Specialist,1,0
5348,2025-01-01,Marketing,Marketing Manager,1,0
5349,2025-01-01,Sales,Sales Executive,1,1
5352,2025-01-01,Finance,Accountant,0,0
5354,2025-01-01,Marketing,Content Specialist,1,0
5356,2025-01-01,Marketing,Marketing Manager,0,0
5357,2025-01-01,Human Resources,HR Executive,2,0
5359,2025-01-01,Sales,Sales Executive,1,1
5364,2025-01-01,Operations,Procurement Specialist,0,0
5365,2025-01-01,Operations,Operations Executive,3,0
5367,2025-01-01,Human Resources,C&B Specialist,1,0
5368,2025-01-01,Operations,Procurement Specialist,3,0
5370,2025-01-01,Finance,Accountant,1,0
5371,2025-01-01,Information Technology,Software Engineer,1,0
5373,2025-01-01,Information Technology,IT Support,1,1
5376,2025-01-01,Marketing,Marketing Executive,1,0
5377,2025-01-01,Human Resources,Recruiter,3,0
5381,2025-01-01,Information Technology,Data Analyst,1,0
5382,2025-01-01,Operations,Procurement Specialist,0,1
5383,2025-01-01,Operations,Operations Manager,1,0
5384,2025-01-01,Marketing,Marketing Executive,0,0
5385,2025-01-01,Operations,Operations Manager,3,0
5387,2025-01-01,Finance,Internal Auditor,1,0
5388,2025-01-01,Human Resources,HR Executive,1,1
5392,2025-01-01,Human Resources,HR Executive,1,0
5394,2025-01-01,Finance,Financial Analyst,1,1
5395,2025-01-01,Information Technology,QA Engineer,1,0
5397,2025-01-01,Human Resources,HR Manager,1,0
5399,2025-01-01,Sales,Account Manager,1,0
5400,2025-01-01,Sales,Sales Representative,1,0
5402,2025-01-01,Sales,Sales Executive,1,0
5404,2025-01-01,Sales,Sales Executive,0,0
5406,2025-01-01,Marketing,Marketing Executive,1,0
5407,2025-01-01,Human Resources,HR Manager,2,0
5419,2025-01-01,Information Technology,Data Analyst,1,0
5423,2025-01-01,Human Resources,C&B Specialist,1,0
5427,2025-01-01,Information Technology,IT Support,0,0
5430,2025-01-01,Sales,Sales Representative,3,0
5433,2025-01-01,Information Technology,Software Engineer,1,0
5438,2025-01-01,Information Technology,System Administrator,1,0
5439,2025-01-01,Finance,Accountant,1,0
5440,2025-01-01,Sales,Sales Representative,0,0
5441,2025-01-01,Finance,Internal Auditor,0,0
5442,2025-01-01,Information Technology,QA Engineer,1,1
5444,2025-01-01,Finance,Finance Manager,1,0
5447,2025-01-01,Marketing,Marketing Manager,2,0
5449,2025-01-01,Operations,Warehouse Supervisor,1,0
5452,2025-01-01,Sales,Account Manager,0,0
5453,2025-01-01,Marketing,Digital Marketing Specialist,3,0
5454,2025-01-01,Finance,Accountant,3,0
5455,2025-01-01,Sales,Sales Executive,1,1
5456,2025-01-01,Marketing,Content Specialist,1,0
5459,2025-01-01,Finance,Accountant,2,0
5461,2025-01-01,Human Resources,HR Executive,3,0
5463,2025-01-01,Human Resources,Recruiter,1,0
5464,2025-01-01,Operations,Warehouse Supervisor,2,1
5465,2025-01-01,Operations,Procurement Specialist,0,0
5466,2025-01-01,Information Technology,Software Engineer,1,1
5467,2025-01-01,Information Technology,Software Engineer,0,0
5469,2025-01-01,Human Resources,C&B Specialist,1,1
5470,2025-01-01,Information Technology,IT Support,1,0
5473,2025-01-01,Sales,Sales Executive,1,0
5485,2025-01-01,Finance,Internal Auditor,1,1
5487,2025-01-01,Sales,Sales Executive,2,0
5491,2025-01-01,Information Technology,System Administrator,1,0
5492,2025-01-01,Marketing,Digital Marketing Specialist,1,1
5494,2025-01-01,Sales,Sales Representative,2,0
5498,2025-01-01,Human Resources,C&B Specialist,1,1
5507,2025-01-01,Operations,Operations Executive,2,0
5508,2025-01-01,Information Technology,System Administrator,1,0
5511,2025-01-01,Information Technology,System Administrator,0,0
5512,2025-01-01,Marketing,Marketing Executive,0,0
5516,2025-01-01,Operations,Operations Manager,0,1
5519,2025-01-01,Operations,Warehouse Supervisor,2,0
5522,2025-01-01,Operations,Operations Manager,1,0
5523,2025-01-01,Information Technology,QA Engineer,3,0
5526,2025-01-01,Human Resources,Recruiter,3,0
5530,2025-01-01,Finance,Financial Analyst,1,0
5531,2025-01-01,Finance,Financial Analyst,1,0
5532,2025-01-01,Marketing,Digital Marketing Specialist,0,0
5533,2025-01-01,Human Resources,HR Executive,0,1
5534,2025-01-01,Marketing,Digital Marketing Specialist,0,0
5536,2025-01-01,Sales,Sales Representative,1,0
5538,2025-01-01,Finance,Financial Analyst,2,0
5539,2025-01-01,Information Technology,System Administrator,3,0
5540,2025-01-01,Marketing,Digital Marketing Specialist,1,0
5541,2025-01-01,Finance,Accountant,1,0
5544,2025-01-01,Operations,Procurement Specialist,0,0
5545,2025-01-01,Finance,Finance Manager,3,1
5546,2025-01-01,Human Resources,C&B Specialist,1,0
5550,2025-01-01,Finance,Financial Analyst,0,0
5553,2025-01-01,Information Technology,IT Support,0,0
5555,2025-01-01,Human Resources,HR Manager,1,0
5557,2025-01-01,Sales,Sales Supervisor,1,0
5560,2025-01-01,Finance,Finance Manager,1,0
5561,2025-01-01,Operations,Operations Manager,1,0
5562,2025-01-01,Operations,Procurement Specialist,1,0
5563,2025-01-01,Operations,Operations Executive,0,0
5564,2025-01-01,Information Technology,IT Support,0,0
5566,2025-01-01,Human Resources,HR Executive,1,0
5567,2025-01-01,Human Resources,HR Manager,1,0
5571,2025-01-01,Human Resources,HR Executive,1,0
5573,2025-01-01,Marketing,Digital Marketing Specialist,0,0
5574,2025-01-01,Marketing,Marketing Executive,0,0
5581,2025-01-01,Human Resources,C&B Specialist,1,0
5582,2025-01-01,Finance,Finance Manager,1,0
5584,2025-01-01,Sales,Sales Supervisor,3,0
5585,2025-01-01,Information Technology,Software Engineer,1,0
5586,2025-01-01,Sales,Sales Executive,1,0
5587,2025-01-01,Human Resources,Recruiter,1,1
5594,2025-01-01,Sales,Sales Supervisor,0,0
5596,2025-01-01,Information Technology,QA Engineer,1,0
5598,2025-01-01,Information Technology,System Administrator,1,0
5603,2025-01-01,Sales,Sales Supervisor,1,1
5605,2025-01-01,Marketing,Content Specialist,1,0
5606,2025-01-01,Operations,Operations Executive,1,1
5608,2025-01-01,Human Resources,HR Executive,1,0
5609,2025-01-01,Human Resources,Recruiter,1,0
5614,2025-01-01,Operations,Operations Executive,3,0
5616,2025-01-01,Finance,Financial Analyst,1,0
5619,2025-01-01,Human Resources,C&B Specialist,1,0
5620,2025-01-01,Operations,Procurement Specialist,0,0
5621,2025-01-01,Operations,Operations Manager,2,0
5622,2025-01-01,Human Resources,Recruiter,3,0
5623,2025-01-01,Information Technology,Data Analyst,0,0
5624,2025-01-01,Sales,Sales Representative,1,0
5626,2025-01-01,Finance,Finance Manager,3,1
5627,2025-01-01,Marketing,Marketing Executive,1,0
5633,2025-01-01,Operations,Procurement Specialist,1,1
5640,2025-01-01,Finance,Accountant,1,0
5648,2025-01-01,Operations,Operations Manager,1,0
5649,2025-01-01,Information Technology,System Administrator,1,0
5650,2025-01-01,Operations,Operations Manager,1,0
5652,2025-01-01,Human Resources,HR Executive,0,0
5653,2025-01-01,Information Technology,Software Engineer,0,0
5654,2025-01-01,Finance,Financial Analyst,2,1
5655,2025-01-01,Marketing,Marketing Manager,1,0
5661,2025-01-01,Information Technology,Software Engineer,0,0
5663,2025-01-01,Operations,Operations Manager,3,0
5664,2025-01-01,Operations,Operations Manager,0,0
5667,2025-01-01,Marketing,Digital Marketing Specialist,1,0
5670,2025-01-01,Human Resources,Recruiter,1,0
5671,2025-01-01,Human Resources,HR Executive,0,0
5672,2025-01-01,Information Technology,Software Engineer,1,0
5674,2025-01-01,Marketing,Digital Marketing Specialist,2,0
5676,2025-01-01,Finance,Finance Manager,3,0
5678,2025-01-01,Marketing,Marketing Manager,2,1
5680,2025-01-01,Marketing,Marketing Manager,0,0
5681,2025-01-01,Information Technology,IT Support,2,0
5684,2025-01-01,Information Technology,IT Support,0,0
5687,2025-01-01,Operations,Operations Executive,1,0
5689,2025-01-01,Sales,Sales Executive,1,0
5690,2025-01-01,Operations,Operations Executive,1,1
5692,2025-01-01,Sales,Sales Representative,0,0
5696,2025-01-01,Operations,Procurement Specialist,1,0
5698,2025-01-01,Marketing,Marketing Executive,3,0
5702,2025-01-01,Human Resources,HR Manager,0,0
5703,2025-01-01,Human Resources,HR Executive,3,0
5704,2025-01-01,Marketing,Digital Marketing Specialist,2,0
5706,2025-01-01,Operations,Operations Manager,1,1
5707,2025-01-01,Marketing,Content Specialist,1,0
5710,2025-01-01,Information Technology,QA Engineer,0,0
5714,2025-01-01,Information Technology,QA Engineer,1,1
5716,2025-01-01,Marketing,Digital Marketing Specialist,1,0
5717,2025-01-01,Sales,Sales Representative,1,0
5719,2025-01-01,Human Resources,Recruiter,2,0
5721,2025-01-01,Information Technology,Software Engineer,1,0
5727,2025-01-01,Marketing,Marketing Executive,0,0
5729,2025-01-01,Human Resources,C&B Specialist,0,0
5730,2025-01-01,Marketing,Content Specialist,1,1
5731,2025-01-01,Sales,Sales Executive,0,0
5732,2025-01-01,Human Resources,C&B Specialist,1,0
5733,2025-01-01,Information Technology,QA Engineer,1,1
5736,2025-01-01,Human Resources,C&B Specialist,1,0
5738,2025-01-01,Sales,Sales Representative,1,0
5743,2025-01-01,Operations,Procurement Specialist,0,0
5746,2025-01-01,Information Technology,System Administrator,2,0
5748,2025-01-01,Operations,Procurement Specialist,1,0
5749,2025-01-01,Sales,Account Manager,1,0
5751,2025-01-01,Marketing,Marketing Executive,0,0
5753,2025-01-01,Human Resources,HR Manager,1,1
5755,2025-01-01,Operations,Operations Executive,1,0
5759,2025-01-01,Information Technology,Data Analyst,2,0
5763,2025-01-01,Information Technology,Software Engineer,3,1
5764,2025-01-01,Information Technology,Data Analyst,1,1
5765,2025-01-01,Sales,Sales Executive,0,0
5766,2025-01-01,Human Resources,HR Executive,3,0
5767,2025-01-01,Human Resources,HR Executive,1,0
5768,2025-01-01,Information Technology,System Administrator,1,0
5770,2025-01-01,Operations,Operations Executive,0,0
5771,2025-01-01,Sales,Account Manager,1,0
5772,2025-01-01,Sales,Sales Supervisor,1,0
5774,2025-01-01,Sales,Account Manager,1,0
5775,2025-01-01,Information Technology,Software Engineer,1,0
5779,2025-01-01,Finance,Financial Analyst,1,0
5784,2025-01-01,Marketing,Marketing Executive,1,0
5786,2025-01-01,Finance,Internal Auditor,1,0
5787,2025-01-01,Sales,Sales Supervisor,0,0
5788,2025-01-01,Information Technology,QA Engineer,2,0
5789,2025-01-01,Operations,Procurement Specialist,0,0
5790,2025-01-01,Sales,Sales Executive,1,0
5791,2025-01-01,Sales,Sales Supervisor,1,1
5792,2025-01-01,Information Technology,IT Support,1,0
5794,2025-01-01,Marketing,Digital Marketing Specialist,1,0
5795,2025-01-01,Finance,Accountant,0,0
5797,2025-01-01,Finance,Accountant,1,0
5798,2025-01-01,Marketing,Marketing Manager,3,0
5801,2025-01-01,Sales,Sales Representative,0,0
5804,2025-01-01,Marketing,Digital Marketing Specialist,0,1
5806,2025-01-01,Finance,Finance Manager,2,0
5807,2025-01-01,Finance,Accountant,0,0
5809,2025-01-01,Finance,Accountant,1,0
5810,2025-01-01,Information Technology,Data Analyst,1,1
5811,2025-01-01,Sales,Sales Supervisor,1,0
5813,2025-01-01,Marketing,Marketing Executive,0,0
5814,2025-01-01,Sales,Sales Representative,1,0
5815,2025-01-01,Marketing,Marketing Executive,0,1
5817,2025-01-01,Marketing,Marketing Executive,2,0
5820,2025-01-01,Finance,Finance Manager,0,0
5823,2025-01-01,Sales,Sales Executive,3,0
5827,2025-01-01,Marketing,Marketing Executive,1,0
5829,2025-01-01,Operations,Operations Manager,2,0
5831,2025-01-01,Finance,Internal Auditor,1,0
5835,2025-01-01,Finance,Internal Auditor,1,0
5836,2025-01-01,Operations,Operations Manager,1,1
5839,2025-01-01,Operations,Operations Manager,1,0
5840,2025-01-01,Marketing,Marketing Manager,0,0
5842,2025-01-01,Human Resources,HR Manager,2,0
5844,2025-01-01,Finance,Accountant,0,1
5845,2025-01-01,Sales,Account Manager,1,1
5849,2025-01-01,Sales,Sales Executive,1,0
5851,2025-01-01,Finance,Finance Manager,1,0
5853,2025-01-01,Sales,Sales Representative,1,1
5855,2025-01-01,Sales,Account Manager,1,0
5856,2025-01-01,Operations,Operations Manager,3,0
5857,2025-01-01,Operations,Operations Manager,1,0
5858,2025-01-01,Human Resources,HR Manager,0,0
5860,2025-01-01,Human Resources,HR Manager,0,0
5861,2025-01-01,Operations,Procurement Specialist,2,1
5862,2025-01-01,Sales,Sales Executive,3,0
5863,2025-01-01,Human Resources,C&B Specialist,1,0
5864,2025-01-01,Sales,Account Manager,3,0
5865,2025-01-01,Human Resources,HR Manager,0,0
5866,2025-01-01,Human Resources,Recruiter,2,0
5867,2025-01-01,Operations,Procurement Specialist,1,0
5873,2025-01-01,Information Technology,System Administrator,2,0
5875,2025-01-01,Operations,Operations Manager,2,1
5876,2025-01-01,Finance,Financial Analyst,3,0
5880,2025-01-01,Sales,Sales Executive,1,0
5882,2025-01-01,Operations,Operations Executive,1,1
5883,2025-01-01,Operations,Operations Manager,1,0
5885,2025-01-01,Marketing,Marketing Executive,3,0
5886,2025-01-01,Human Resources,HR Manager,0,1
5891,2025-01-01,Operations,Operations Executive,1,0
5893,2025-01-01,Sales,Account Manager,0,0
5894,2025-01-01,Information Technology,QA Engineer,3,0
5895,2025-01-01,Human Resources,Recruiter,1,1
5896,2025-01-01,Operations,Warehouse Supervisor,3,0
5898,2025-01-01,Finance,Accountant,0,0
5901,2025-01-01,Finance,Accountant,3,0
5902,2025-01-01,Marketing,Marketing Executive,1,0
5903,2025-01-01,Operations,Procurement Specialist,0,0
5906,2025-01-01,Finance,Finance Manager,3,0
5907,2025-01-01,Finance,Accountant,1,0
5912,2025-01-01,Human Resources,Recruiter,0,0
5913,2025-01-01,Marketing,Marketing Executive,1,0
5915,2025-01-01,Sales,Sales Executive,1,1
5918,2025-01-01,Finance,Accountant,0,0
5922,2025-01-01,Information Technology,Software Engineer,3,0
5923,2025-01-01,Finance,Accountant,0,1
5925,2025-01-01,Information Technology,IT Support,0,0
5926,2025-01-01,Marketing,Marketing Executive,1,0
5928,2025-01-01,Information Technology,IT Support,2,0
5930,2025-01-01,Finance,Accountant,0,0
5931,2025-01-01,Human Resources,HR Executive,2,0
5932,2025-01-01,Sales,Account Manager,1,0
5935,2025-01-01,Sales,Sales Supervisor,0,0
5938,2025-01-01,Human Resources,C&B Specialist,0,0
5941,2025-01-01,Finance,Internal Auditor,1,1
5943,2025-01-01,Human Resources,HR Executive,1,0
5946,2025-01-01,Finance,Accountant,1,0
5949,2025-01-01,Finance,Financial Analyst,1,0
5954,2025-01-01,Human Resources,HR Manager,1,0
5958,2025-01-01,Human Resources,Recruiter,3,0
5960,2025-01-01,Marketing,Marketing Executive,1,0
5965,2025-01-01,Sales,Sales Representative,1,0
5968,2025-01-01,Human Resources,HR Executive,1,1
5971,2025-01-01,Marketing,Digital Marketing Specialist,1,0
5976,2025-01-01,Operations,Warehouse Supervisor,1,0
5977,2025-01-01,Human Resources,Recruiter,0,1
5978,2025-01-01,Marketing,Marketing Executive,1,0
5980,2025-01-01,Finance,Internal Auditor,1,0
5981,2025-01-01,Marketing,Marketing Executive,0,0
5982,2025-01-01,Sales,Sales Executive,2,0
5983,2025-01-01,Marketing,Marketing Manager,2,0
5984,2025-01-01,Sales,Account Manager,1,0
5987,2025-01-01,Finance,Accountant,0,0
5990,2025-01-01,Sales,Sales Representative,2,1
5992,2025-01-01,Information Technology,Data Analyst,1,0
5993,2025-01-01,Marketing,Marketing Executive,2,0
5994,2025-01-01,Human Resources,Recruiter,1,0
5996,2025-01-01,Operations,Operations Executive,1,0
5997,2025-01-01,Sales,Account Manager,1,0
6001,2025-01-01,Sales,Sales Executive,2,0
6002,2025-01-01,Information Technology,QA Engineer,1,0
6005,2025-01-01,Information Technology,System Administrator,2,0
6010,2025-01-01,Sales,Sales Executive,2,1
6015,2025-01-01,Sales,Sales Supervisor,3,0
6016,2025-01-01,Marketing,Marketing Manager,1,0
6017,2025-01-01,Human Resources,Recruiter,2,0
6019,2025-01-01,Sales,Account Manager,2,0
6020,2025-01-01,Sales,Sales Executive,2,0
6021,2025-01-01,Finance,Finance Manager,2,0
6022,2025-01-01,Information Technology,Data Analyst,3,0
6023,2025-01-01,Human Resources,Recruiter,0,1
6024,2025-01-01,Sales,Sales Representative,0,0
6026,2025-01-01,Operations,Operations Manager,1,1
6027,2025-01-01,Human Resources,Recruiter,0,0
6029,2025-01-01,Human Resources,Recruiter,0,1
6030,2025-01-01,Information Technology,Software Engineer,1,0
6035,2025-01-01,Finance,Internal Auditor,1,0
6038,2025-01-01,Information Technology,System Administrator,1,0
6040,2025-01-01,Operations,Warehouse Supervisor,1,0
6041,2025-01-01,Sales,Sales Representative,0,0
6042,2025-01-01,Marketing,Content Specialist,0,0
6043,2025-01-01,Information Technology,QA Engineer,0,0
6045,2025-01-01,Sales,Sales Representative,1,1
6046,2025-01-01,Information Technology,Software Engineer,0,0
6048,2025-01-01,Finance,Accountant,1,0
6052,2025-01-01,Sales,Sales Supervisor,2,0
6053,2025-01-01,Operations,Procurement Specialist,1,0
6061,2025-01-01,Marketing,Content Specialist,1,0
6062,2025-01-01,Operations,Operations Executive,1,0
6063,2025-01-01,Operations,Operations Executive,0,0
6064,2025-01-01,Information Technology,QA Engineer,1,0
6067,2025-01-01,Sales,Account Manager,1,0
6069,2025-01-01,Operations,Warehouse Supervisor,2,0
6072,2025-01-01,Marketing,Marketing Manager,2,1
6073,2025-01-01,Marketing,Content Specialist,1,0
6074,2025-01-01,Information Technology,QA Engineer,1,0
6079,2025-01-01,Sales,Sales Executive,2,1
6083,2025-01-01,Marketing,Marketing Executive,1,0
6085,2025-01-01,Finance,Finance Manager,1,0
6086,2025-01-01,Sales,Sales Supervisor,1,0
6087,2025-01-01,Finance,Internal Auditor,1,0
6088,2025-01-01,Marketing,Marketing Manager,0,0
6089,2025-01-01,Operations,Operations Executive,1,0
6090,2025-01-01,Human Resources,HR Manager,1,0
6092,2025-01-01,Marketing,Digital Marketing Specialist,0,0
6093,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6095,2025-01-01,Finance,Accountant,2,1
6099,2025-01-01,Sales,Account Manager,1,0
6103,2025-01-01,Information Technology,Data Analyst,1,0
6108,2025-01-01,Sales,Account Manager,0,0
6110,2025-01-01,Marketing,Digital Marketing Specialist,2,0
6116,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6118,2025-01-01,Information Technology,Software Engineer,2,0
6119,2025-01-01,Information Technology,Data Analyst,0,0
6121,2025-01-01,Information Technology,Software Engineer,2,0
6124,2025-01-01,Marketing,Digital Marketing Specialist,3,0
6126,2025-01-01,Sales,Sales Supervisor,1,0
6128,2025-01-01,Finance,Accountant,0,0
6131,2025-01-01,Sales,Sales Executive,1,0
6137,2025-01-01,Human Resources,HR Manager,1,0
6140,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6145,2025-01-01,Finance,Financial Analyst,1,0
6148,2025-01-01,Marketing,Marketing Manager,1,0
6150,2025-01-01,Information Technology,System Administrator,0,0
6152,2025-01-01,Information Technology,QA Engineer,2,1
6153,2025-01-01,Operations,Warehouse Supervisor,2,1
6155,2025-01-01,Marketing,Marketing Manager,0,0
6156,2025-01-01,Human Resources,C&B Specialist,1,1
6157,2025-01-01,Human Resources,C&B Specialist,2,0
6160,2025-01-01,Information Technology,Data Analyst,1,1
6163,2025-01-01,Operations,Operations Manager,2,0
6168,2025-01-01,Operations,Procurement Specialist,3,0
6176,2025-01-01,Information Technology,IT Support,1,0
6178,2025-01-01,Sales,Sales Representative,3,0
6179,2025-01-01,Human Resources,HR Executive,0,0
6182,2025-01-01,Finance,Finance Manager,1,0
6185,2025-01-01,Marketing,Marketing Executive,1,0
6187,2025-01-01,Finance,Financial Analyst,3,0
6188,2025-01-01,Human Resources,C&B Specialist,0,0
6190,2025-01-01,Human Resources,C&B Specialist,1,0
6193,2025-01-01,Sales,Account Manager,1,0
6197,2025-01-01,Human Resources,HR Executive,0,0
6198,2025-01-01,Marketing,Content Specialist,1,1
6200,2025-01-01,Operations,Procurement Specialist,3,0
6207,2025-01-01,Sales,Account Manager,0,0
6209,2025-01-01,Operations,Operations Executive,1,0
6213,2025-01-01,Sales,Account Manager,1,0
6216,2025-01-01,Marketing,Content Specialist,2,0
6217,2025-01-01,Information Technology,QA Engineer,1,1
6219,2025-01-01,Finance,Accountant,1,0
6221,2025-01-01,Operations,Warehouse Supervisor,0,0
6222,2025-01-01,Human Resources,Recruiter,1,0
6224,2025-01-01,Operations,Operations Executive,1,0
6231,2025-01-01,Marketing,Marketing Executive,1,0
6232,2025-01-01,Finance,Internal Auditor,2,1
6233,2025-01-01,Human Resources,HR Executive,0,0
6234,2025-01-01,Sales,Account Manager,0,1
6236,2025-01-01,Information Technology,System Administrator,1,0
6237,2025-01-01,Sales,Sales Representative,1,0
6239,2025-01-01,Marketing,Marketing Executive,1,0
6240,2025-01-01,Finance,Internal Auditor,1,0
6241,2025-01-01,Information Technology,Software Engineer,1,0
6242,2025-01-01,Operations,Procurement Specialist,2,0
6248,2025-01-01,Information Technology,IT Support,1,0
6249,2025-01-01,Marketing,Marketing Manager,3,0
6250,2025-01-01,Human Resources,HR Executive,2,0
6251,2025-01-01,Finance,Accountant,1,0
6253,2025-01-01,Finance,Internal Auditor,2,0
6255,2025-01-01,Sales,Sales Executive,2,1
6258,2025-01-01,Information Technology,Data Analyst,1,1
6259,2025-01-01,Human Resources,HR Manager,2,0
6260,2025-01-01,Marketing,Marketing Executive,1,0
6264,2025-01-01,Sales,Sales Executive,3,0
6266,2025-01-01,Information Technology,Data Analyst,1,0
6267,2025-01-01,Operations,Operations Executive,2,0
6268,2025-01-01,Marketing,Content Specialist,1,1
6271,2025-01-01,Finance,Financial Analyst,2,0
6272,2025-01-01,Finance,Finance Manager,1,0
6273,2025-01-01,Human Resources,Recruiter,1,0
6274,2025-01-01,Finance,Finance Manager,1,0
6276,2025-01-01,Information Technology,System Administrator,1,0
6279,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6280,2025-01-01,Finance,Internal Auditor,2,0
6281,2025-01-01,Finance,Internal Auditor,1,0
6283,2025-01-01,Information Technology,System Administrator,2,0
6284,2025-01-01,Human Resources,C&B Specialist,1,0
6294,2025-01-01,Finance,Accountant,1,0
6295,2025-01-01,Operations,Warehouse Supervisor,1,1
6297,2025-01-01,Human Resources,HR Manager,1,0
6299,2025-01-01,Operations,Operations Manager,0,0
6305,2025-01-01,Human Resources,Recruiter,1,1
6307,2025-01-01,Information Technology,System Administrator,2,0
6308,2025-01-01,Operations,Warehouse Supervisor,2,1
6312,2025-01-01,Marketing,Marketing Executive,0,1
6313,2025-01-01,Sales,Sales Supervisor,1,0
6314,2025-01-01,Finance,Finance Manager,2,1
6316,2025-01-01,Sales,Account Manager,1,1
6317,2025-01-01,Finance,Finance Manager,1,0
6322,2025-01-01,Human Resources,HR Executive,1,0
6323,2025-01-01,Marketing,Marketing Manager,1,1
6324,2025-01-01,Information Technology,Software Engineer,1,0
6329,2025-01-01,Human Resources,HR Manager,2,0
6331,2025-01-01,Finance,Financial Analyst,3,0
6332,2025-01-01,Sales,Sales Supervisor,1,0
6333,2025-01-01,Sales,Sales Executive,2,0
6340,2025-01-01,Finance,Internal Auditor,0,0
6342,2025-01-01,Information Technology,IT Support,1,0
6343,2025-01-01,Marketing,Digital Marketing Specialist,2,0
6344,2025-01-01,Human Resources,HR Manager,1,0
6346,2025-01-01,Finance,Accountant,1,1
6347,2025-01-01,Information Technology,IT Support,1,0
6350,2025-01-01,Operations,Operations Executive,2,0
6351,2025-01-01,Information Technology,Software Engineer,1,0
6352,2025-01-01,Information Technology,Software Engineer,3,0
6355,2025-01-01,Sales,Account Manager,1,0
6361,2025-01-01,Information Technology,Software Engineer,0,1
6362,2025-01-01,Sales,Sales Executive,0,1
6366,2025-01-01,Marketing,Digital Marketing Specialist,3,0
6367,2025-01-01,Marketing,Content Specialist,1,0
6369,2025-01-01,Finance,Internal Auditor,1,0
6370,2025-01-01,Finance,Internal Auditor,1,0
6371,2025-01-01,Operations,Warehouse Supervisor,1,0
6376,2025-01-01,Operations,Warehouse Supervisor,2,1
6377,2025-01-01,Operations,Procurement Specialist,0,0
6378,2025-01-01,Finance,Finance Manager,1,0
6379,2025-01-01,Operations,Warehouse Supervisor,1,0
6381,2025-01-01,Human Resources,C&B Specialist,1,0
6382,2025-01-01,Marketing,Marketing Manager,1,0
6385,2025-01-01,Operations,Warehouse Supervisor,3,0
6386,2025-01-01,Operations,Procurement Specialist,1,0
6388,2025-01-01,Marketing,Digital Marketing Specialist,1,0
6389,2025-01-01,Marketing,Marketing Executive,2,1
6391,2025-01-01,Operations,Operations Executive,1,0
6396,2025-01-01,Human Resources,HR Manager,1,0
6398,2025-01-01,Sales,Sales Supervisor,0,0
6400,2025-01-01,Operations,Operations Manager,1,0
6401,2025-01-01,Operations,Operations Executive,1,0
6402,2025-01-01,Information Technology,IT Support,2,1
6405,2025-01-01,Finance,Finance Manager,0,0
6407,2025-01-01,Human Resources,Recruiter,0,0
6410,2025-01-01,Sales,Account Manager,1,0
6414,2025-01-01,Operations,Procurement Specialist,1,0
6420,2025-01-01,Finance,Finance Manager,1,0
6427,2025-01-01,Operations,Operations Manager,3,0
6430,2025-01-01,Human Resources,Recruiter,2,0
6431,2025-01-01,Information Technology,System Administrator,1,1
6432,2025-01-01,Sales,Account Manager,1,1
6433,2025-01-01,Human Resources,HR Manager,1,0
6435,2025-01-01,Sales,Account Manager,0,0
6440,2025-01-01,Finance,Internal Auditor,1,0
6442,2025-01-01,Marketing,Marketing Executive,2,0
6445,2025-01-01,Operations,Warehouse Supervisor,1,0
6446,2025-01-01,Finance,Financial Analyst,1,0
6447,2025-01-01,Human Resources,Recruiter,0,0
6449,2025-01-01,Finance,Finance Manager,1,0
6450,2025-01-01,Operations,Operations Manager,3,0
6452,2025-01-01,Human Resources,HR Manager,0,0
6453,2025-01-01,Sales,Sales Supervisor,3,0
6454,2025-01-01,Finance,Internal Auditor,1,1
6455,2025-01-01,Human Resources,HR Executive,1,0
6456,2025-01-01,Operations,Procurement Specialist,1,0
6458,2025-01-01,Operations,Operations Executive,1,0
6464,2025-01-01,Human Resources,C&B Specialist,0,0
