MaNV,NgayThang,Nam,PhongBan,ChucDanh,CapBacCongViec,Tuoi,KhoangCachTuNha,SoLuongDuAn,SoGioTrungBinhThang,LamThemGio,DiemDanhGiaHieuSuat,DiemHaiLongCongViec,DiemHaiLongMoiTruong,ThuNhapThang,SoNamTaiCongTy,SoNamTuLanThangChucCuoi,DuocThangChucNamTruoc,ThucTeNghiViec,XacSuatNghiViec,DiemNguyCo,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,LaRuiRoCao,XepHangNguyCo,PhanViNguyCo,MoHinh,PhienBanMoHinh
5767,2025-01-01,2025,Human Resources,HR Executive,1,40,9,1,144,False,3,3,2,12596000,2,2,False,0,0.08475080027126636,8.48,0,0.16908819344089202,Thấp,1,0,3433,22.55,Random Forest,RF_2025_V1
5768,2025-01-01,2025,Information Technology,System Administrator,1,43,5,3,192,False,3,2,2,8651000,1,1,False,0,0.14811840023861747,14.81,0,0.16908819344089202,Trung bình,2,0,1822,58.9,Random Forest,RF_2025_V1
5770,2025-01-01,2025,Operations,Operations Executive,4,29,1,4,230,False,4,2,4,60840000,4,4,False,0,0.24092699777564566,24.09,1,0.16908819344089202,Cao,3,1,727,83.62,Random Forest,RF_2025_V1
5771,2025-01-01,2025,Sales,Account Manager,1,27,15,7,193,False,4,3,3,8017000,1,1,False,0,0.10693763412008137,10.69,0,0.16908819344089202,Trung bình,2,0,2843,35.86,Random Forest,RF_2025_V1
5772,2025-01-01,2025,Sales,Sales Supervisor,2,27,30,3,154,False,3,1,4,21660000,2,2,False,0,0.08969034201094014,8.97,0,0.16908819344089202,Thấp,1,0,3274,26.13,Random Forest,RF_2025_V1
5774,2025-01-01,2025,Sales,Account Manager,1,52,27,2,199,True,4,2,3,15017000,3,3,False,0,0.21433587344737115,21.43,1,0.16908819344089202,Cao,3,1,981,77.88,Random Forest,RF_2025_V1
5775,2025-01-01,2025,Information Technology,Software Engineer,1,26,7,1,217,True,5,1,2,12068000,2,2,False,0,0.2846028191395367,28.46,1,0.16908819344089202,Cao,3,1,398,91.04,Random Forest,RF_2025_V1
5779,2025-01-01,2025,Finance,Financial Analyst,1,25,29,2,162,False,2,4,4,10118000,5,5,False,0,0.07677250041851108,7.68,0,0.16908819344089202,Thấp,1,0,3754,15.3,Random Forest,RF_2025_V1
5784,2025-01-01,2025,Marketing,Marketing Executive,1,35,9,3,185,False,4,2,3,7485000,1,1,False,0,0.14502061696581664,14.5,0,0.16908819344089202,Trung bình,2,0,1875,57.71,Random Forest,RF_2025_V1
5786,2025-01-01,2025,Finance,Internal Auditor,3,45,28,1,207,False,4,2,3,31120000,1,1,False,0,0.12952156330871495,12.95,0,0.16908819344089202,Trung bình,2,0,2257,49.09,Random Forest,RF_2025_V1
5787,2025-01-01,2025,Sales,Sales Supervisor,3,39,40,2,172,False,3,4,3,45835000,5,5,False,0,0.0640511744328127,6.41,0,0.16908819344089202,Thấp,1,0,4182,5.64,Random Forest,RF_2025_V1
5788,2025-01-01,2025,Information Technology,QA Engineer,2,51,2,5,182,False,3,3,1,29329000,12,12,False,0,0.12175240502001791,12.18,0,0.16908819344089202,Trung bình,2,0,2422,45.36,Random Forest,RF_2025_V1
5789,2025-01-01,2025,Operations,Procurement Specialist,3,42,32,4,196,False,4,1,2,39916000,4,4,False,0,0.18341180214794264,18.34,1,0.16908819344089202,Cao,3,1,1298,70.73,Random Forest,RF_2025_V1
5790,2025-01-01,2025,Sales,Sales Executive,2,37,10,8,233,True,3,3,3,16779000,3,3,False,0,0.2378043283333651,23.78,1,0.16908819344089202,Cao,3,1,754,83.01,Random Forest,RF_2025_V1
5791,2025-01-01,2025,Sales,Sales Supervisor,1,33,5,5,205,False,3,2,4,10087000,2,2,False,1,0.09988746165115403,9.99,0,0.16908819344089202,Thấp,1,0,3002,32.27,Random Forest,RF_2025_V1
5792,2025-01-01,2025,Information Technology,IT Support,1,47,9,2,166,False,2,3,3,9371000,3,3,False,0,0.0595327125513797,5.95,0,0.16908819344089202,Thấp,1,0,4310,2.75,Random Forest,RF_2025_V1
5794,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,33,36,3,219,False,3,2,2,10059000,2,2,False,0,0.1542565841985487,15.43,0,0.16908819344089202,Trung bình,2,0,1710,61.43,Random Forest,RF_2025_V1
5795,2025-01-01,2025,Finance,Accountant,4,36,25,5,193,False,2,2,4,60028000,5,5,False,0,0.13694921106659094,13.69,0,0.16908819344089202,Trung bình,2,0,2063,53.46,Random Forest,RF_2025_V1
5797,2025-01-01,2025,Finance,Accountant,2,28,24,3,193,False,4,3,4,16698000,2,2,False,0,0.05737735270490447,5.74,0,0.16908819344089202,Thấp,1,0,4356,1.72,Random Forest,RF_2025_V1
5798,2025-01-01,2025,Marketing,Marketing Manager,5,37,35,4,189,False,4,3,2,84499000,13,0,True,0,0.1069628820346673,10.7,0,0.16908819344089202,Trung bình,2,0,2842,35.88,Random Forest,RF_2025_V1
5801,2025-01-01,2025,Sales,Sales Representative,4,53,38,3,197,False,3,4,3,68470000,4,4,False,0,0.07782541041804052,7.78,0,0.16908819344089202,Thấp,1,0,3718,16.11,Random Forest,RF_2025_V1
5804,2025-01-01,2025,Marketing,Digital Marketing Specialist,3,47,39,1,185,True,4,4,1,33578000,7,6,False,1,0.21753832302417261,21.75,1,0.16908819344089202,Cao,3,1,945,78.7,Random Forest,RF_2025_V1
5806,2025-01-01,2025,Finance,Finance Manager,1,34,26,2,141,False,3,2,3,17120000,14,14,False,0,0.15009959293869002,15.01,0,0.16908819344089202,Trung bình,2,0,1788,59.67,Random Forest,RF_2025_V1
5807,2025-01-01,2025,Finance,Accountant,3,53,12,1,181,False,5,3,1,29136000,6,4,False,0,0.09349155112957783,9.35,0,0.16908819344089202,Thấp,1,0,3151,28.91,Random Forest,RF_2025_V1
5809,2025-01-01,2025,Finance,Accountant,2,37,14,3,186,False,3,3,3,22101000,3,3,False,0,0.060610435041024244,6.06,0,0.16908819344089202,Thấp,1,0,4286,3.29,Random Forest,RF_2025_V1
5810,2025-01-01,2025,Information Technology,Data Analyst,2,25,30,4,205,True,3,1,2,25957000,5,5,False,1,0.29107444495820195,29.11,1,0.16908819344089202,Cao,3,1,367,91.74,Random Forest,RF_2025_V1
5811,2025-01-01,2025,Sales,Sales Supervisor,1,54,27,7,243,True,3,4,3,12900000,2,2,False,0,0.234503069162474,23.45,1,0.16908819344089202,Cao,3,1,784,82.33,Random Forest,RF_2025_V1
5813,2025-01-01,2025,Marketing,Marketing Executive,5,30,17,4,192,False,4,3,4,62335000,10,2,False,0,0.057199378540581464,5.72,0,0.16908819344089202,Thấp,1,0,4362,1.58,Random Forest,RF_2025_V1
5814,2025-01-01,2025,Sales,Sales Representative,1,50,8,4,211,True,5,3,4,13890000,3,3,False,0,0.1069953436621469,10.7,0,0.16908819344089202,Trung bình,2,0,2841,35.91,Random Forest,RF_2025_V1
5815,2025-01-01,2025,Marketing,Marketing Executive,4,31,37,1,190,False,2,2,2,40606000,7,2,False,1,0.13980432338616233,13.98,0,0.16908819344089202,Trung bình,2,0,1979,55.36,Random Forest,RF_2025_V1
5817,2025-01-01,2025,Marketing,Marketing Executive,4,40,4,4,225,False,2,3,2,67905000,14,14,False,0,0.22352148161393193,22.35,1,0.16908819344089202,Cao,3,1,881,80.14,Random Forest,RF_2025_V1
5820,2025-01-01,2025,Finance,Finance Manager,5,26,31,4,190,False,4,4,4,76640000,5,2,False,0,0.07242505476448952,7.24,0,0.16908819344089202,Thấp,1,0,3916,11.65,Random Forest,RF_2025_V1
5823,2025-01-01,2025,Sales,Sales Executive,3,54,24,1,191,True,3,3,2,20000000,8,0,True,0,0.18115961092484392,18.12,1,0.16908819344089202,Cao,3,1,1318,70.28,Random Forest,RF_2025_V1
5827,2025-01-01,2025,Marketing,Marketing Executive,3,50,3,3,178,False,4,3,3,22451000,1,1,False,0,0.07188344814438712,7.19,0,0.16908819344089202,Thấp,1,0,3934,11.24,Random Forest,RF_2025_V1
5829,2025-01-01,2025,Operations,Operations Manager,3,40,35,2,178,False,3,4,4,31367000,13,6,False,0,0.07992313581629061,7.99,0,0.16908819344089202,Thấp,1,0,3623,18.26,Random Forest,RF_2025_V1
5831,2025-01-01,2025,Finance,Internal Auditor,1,33,31,2,207,True,3,3,2,9157000,1,1,False,0,0.14957921063731186,14.96,0,0.16908819344089202,Trung bình,2,0,1803,59.33,Random Forest,RF_2025_V1
5835,2025-01-01,2025,Finance,Internal Auditor,2,48,8,6,182,False,2,3,4,17259000,1,1,False,0,0.09233475877787503,9.23,0,0.16908819344089202,Thấp,1,0,3187,28.1,Random Forest,RF_2025_V1
5836,2025-01-01,2025,Operations,Operations Manager,1,41,7,5,199,False,3,3,3,8888000,2,2,False,1,0.07107984711407882,7.11,0,0.16908819344089202,Thấp,1,0,3961,10.63,Random Forest,RF_2025_V1
5839,2025-01-01,2025,Operations,Operations Manager,1,25,5,5,192,True,3,4,1,12483000,5,5,False,0,0.21998015768275275,22.0,1,0.16908819344089202,Cao,3,1,918,79.3,Random Forest,RF_2025_V1
5840,2025-01-01,2025,Marketing,Marketing Manager,5,29,25,1,176,True,4,3,2,60544000,3,1,False,0,0.15162651824005904,15.16,0,0.16908819344089202,Trung bình,2,0,1759,60.32,Random Forest,RF_2025_V1
5842,2025-01-01,2025,Human Resources,HR Manager,1,53,37,2,185,False,3,4,2,15181000,7,7,False,0,0.10741327582213395,10.74,0,0.16908819344089202,Trung bình,2,0,2831,36.13,Random Forest,RF_2025_V1
5844,2025-01-01,2025,Finance,Accountant,3,29,37,2,226,True,5,3,3,37042000,9,5,False,1,0.2625676335029922,26.26,1,0.16908819344089202,Cao,3,1,562,87.34,Random Forest,RF_2025_V1
5845,2025-01-01,2025,Sales,Account Manager,2,25,33,3,215,True,4,2,2,17488000,5,5,False,1,0.29769620663298907,29.77,1,0.16908819344089202,Cao,3,1,342,92.3,Random Forest,RF_2025_V1
5849,2025-01-01,2025,Sales,Sales Executive,1,35,39,3,180,True,2,4,2,12403000,4,4,False,0,0.20154899307416438,20.15,1,0.16908819344089202,Cao,3,1,1121,74.72,Random Forest,RF_2025_V1
5851,2025-01-01,2025,Finance,Finance Manager,1,25,6,7,254,True,3,4,3,9766000,1,1,False,0,0.27875324062826307,27.88,1,0.16908819344089202,Cao,3,1,437,90.16,Random Forest,RF_2025_V1
5853,2025-01-01,2025,Sales,Sales Representative,1,54,19,6,224,False,1,3,2,10232000,2,2,False,1,0.17603497610245405,17.6,1,0.16908819344089202,Cao,3,1,1393,68.58,Random Forest,RF_2025_V1
5855,2025-01-01,2025,Sales,Account Manager,2,55,37,2,177,False,3,4,4,15000000,2,1,False,0,0.06427380330854342,6.43,0,0.16908819344089202,Thấp,1,0,4174,5.82,Random Forest,RF_2025_V1
5856,2025-01-01,2025,Operations,Operations Manager,3,36,39,3,188,False,4,4,3,22596000,3,0,True,0,0.07357908535575121,7.36,0,0.16908819344089202,Thấp,1,0,3884,12.37,Random Forest,RF_2025_V1
5857,2025-01-01,2025,Operations,Operations Manager,3,33,12,4,192,False,4,2,3,27861000,4,4,False,0,0.13421949839569614,13.42,0,0.16908819344089202,Trung bình,2,0,2129,51.97,Random Forest,RF_2025_V1
5858,2025-01-01,2025,Human Resources,HR Manager,3,52,5,5,246,True,3,3,3,32463000,12,2,False,0,0.21668495128528634,21.67,1,0.16908819344089202,Cao,3,1,953,78.52,Random Forest,RF_2025_V1
5860,2025-01-01,2025,Human Resources,HR Manager,3,25,23,5,196,True,2,4,3,43356000,3,3,False,0,0.1324764164019709,13.25,0,0.16908819344089202,Trung bình,2,0,2182,50.78,Random Forest,RF_2025_V1
5861,2025-01-01,2025,Operations,Procurement Specialist,2,47,20,5,191,False,4,2,4,17151000,12,4,False,1,0.1321453038789949,13.21,0,0.16908819344089202,Trung bình,2,0,2189,50.62,Random Forest,RF_2025_V1
5862,2025-01-01,2025,Sales,Sales Executive,3,54,36,1,232,True,3,4,4,26468000,5,0,True,0,0.20024679176157945,20.02,1,0.16908819344089202,Cao,3,1,1136,74.39,Random Forest,RF_2025_V1
5863,2025-01-01,2025,Human Resources,C&B Specialist,1,49,21,5,191,False,3,2,4,8053000,2,2,False,0,0.09291749169028728,9.29,0,0.16908819344089202,Thấp,1,0,3163,28.64,Random Forest,RF_2025_V1
5864,2025-01-01,2025,Sales,Account Manager,3,41,5,1,168,False,4,4,2,26497000,10,0,True,0,0.089036431239968,8.9,0,0.16908819344089202,Thấp,1,0,3292,25.73,Random Forest,RF_2025_V1
5865,2025-01-01,2025,Human Resources,HR Manager,4,35,10,4,223,True,3,3,4,36563000,7,1,False,0,0.2118730527744446,21.19,1,0.16908819344089202,Cao,3,1,1015,77.12,Random Forest,RF_2025_V1
5866,2025-01-01,2025,Human Resources,Recruiter,1,54,18,3,190,False,3,4,4,16196000,13,13,False,0,0.08444044428403098,8.44,0,0.16908819344089202,Thấp,1,0,3437,22.46,Random Forest,RF_2025_V1
5867,2025-01-01,2025,Operations,Procurement Specialist,1,28,26,3,236,True,3,2,3,11108000,2,2,False,0,0.315777103455747,31.58,1,0.16908819344089202,Cao,3,1,270,93.93,Random Forest,RF_2025_V1
5873,2025-01-01,2025,Information Technology,System Administrator,2,46,5,1,185,False,3,2,4,16225000,13,1,False,0,0.12264934889908069,12.26,0,0.16908819344089202,Trung bình,2,0,2396,45.95,Random Forest,RF_2025_V1
5875,2025-01-01,2025,Operations,Operations Manager,2,54,20,6,203,False,2,2,1,23372000,7,7,False,1,0.21376058698285755,21.38,1,0.16908819344089202,Cao,3,1,990,77.68,Random Forest,RF_2025_V1
5876,2025-01-01,2025,Finance,Financial Analyst,4,47,32,4,190,True,4,2,3,35000000,10,0,True,0,0.23788580389608582,23.79,1,0.16908819344089202,Cao,3,1,752,83.05,Random Forest,RF_2025_V1
5880,2025-01-01,2025,Sales,Sales Executive,1,27,15,2,172,False,2,3,4,12112000,2,2,False,0,0.054535477508562746,5.45,0,0.16908819344089202,Thấp,1,0,4398,0.77,Random Forest,RF_2025_V1
5882,2025-01-01,2025,Operations,Operations Executive,2,31,32,8,254,True,3,3,2,15592000,7,4,False,1,0.4216168144658675,42.16,1,0.16908819344089202,Cao,3,1,26,99.44,Random Forest,RF_2025_V1
5883,2025-01-01,2025,Operations,Operations Manager,2,32,38,1,162,False,3,4,3,20275000,6,6,False,0,0.0842094650343172,8.42,0,0.16908819344089202,Thấp,1,0,3451,22.14,Random Forest,RF_2025_V1
5885,2025-01-01,2025,Marketing,Marketing Executive,5,41,3,6,223,False,4,3,1,57523000,1,0,True,0,0.21847054245397435,21.85,1,0.16908819344089202,Cao,3,1,939,78.83,Random Forest,RF_2025_V1
5886,2025-01-01,2025,Human Resources,HR Manager,4,28,22,4,209,False,3,1,4,57037000,6,2,False,1,0.11819238462285558,11.82,0,0.16908819344089202,Trung bình,2,0,2513,43.31,Random Forest,RF_2025_V1
5891,2025-01-01,2025,Operations,Operations Executive,2,36,11,4,165,False,3,3,3,17584000,3,3,False,0,0.06199717069397465,6.2,0,0.16908819344089202,Thấp,1,0,4247,4.18,Random Forest,RF_2025_V1
5893,2025-01-01,2025,Sales,Account Manager,5,35,17,3,132,False,3,4,4,59992000,4,1,False,0,0.065529363884914,6.55,0,0.16908819344089202,Thấp,1,0,4134,6.73,Random Forest,RF_2025_V1
5894,2025-01-01,2025,Information Technology,QA Engineer,5,27,27,8,213,False,5,3,2,74236000,4,0,True,0,0.12633423842942848,12.63,0,0.16908819344089202,Trung bình,2,0,2311,47.87,Random Forest,RF_2025_V1
5895,2025-01-01,2025,Human Resources,Recruiter,3,54,31,2,187,False,2,2,3,28938000,1,1,False,1,0.14635839000791853,14.64,0,0.16908819344089202,Trung bình,2,0,1857,58.11,Random Forest,RF_2025_V1
5896,2025-01-01,2025,Operations,Warehouse Supervisor,3,27,9,6,243,True,3,4,4,20000000,5,0,True,0,0.27342015966895417,27.34,1,0.16908819344089202,Cao,3,1,473,89.35,Random Forest,RF_2025_V1
5898,2025-01-01,2025,Finance,Accountant,3,55,13,1,218,True,4,3,4,30499000,5,2,False,0,0.1300333840421775,13.0,0,0.16908819344089202,Trung bình,2,0,2244,49.38,Random Forest,RF_2025_V1
5901,2025-01-01,2025,Finance,Accountant,4,32,13,1,185,True,5,4,2,35000000,8,0,True,0,0.15732356025893723,15.73,0,0.16908819344089202,Trung bình,2,0,1662,62.51,Random Forest,RF_2025_V1
5902,2025-01-01,2025,Marketing,Marketing Executive,2,44,9,2,164,True,4,2,4,20824000,8,2,False,0,0.1855199503795538,18.55,1,0.16908819344089202,Cao,3,1,1277,71.2,Random Forest,RF_2025_V1
5903,2025-01-01,2025,Operations,Procurement Specialist,4,53,16,1,224,True,2,2,2,50728000,2,2,False,0,0.3665173736180005,36.65,1,0.16908819344089202,Cao,3,1,113,97.47,Random Forest,RF_2025_V1
5906,2025-01-01,2025,Finance,Finance Manager,4,44,14,3,169,False,3,4,3,41454000,4,0,True,0,0.0643799718475136,6.44,0,0.16908819344089202,Thấp,1,0,4170,5.91,Random Forest,RF_2025_V1
5907,2025-01-01,2025,Finance,Accountant,3,26,23,4,225,True,3,3,3,35527000,1,1,False,0,0.2515047338777965,25.15,1,0.16908819344089202,Cao,3,1,643,85.51,Random Forest,RF_2025_V1
5912,2025-01-01,2025,Human Resources,Recruiter,3,49,24,1,202,False,4,3,1,23117000,6,2,False,0,0.10024428022830441,10.02,0,0.16908819344089202,Trung bình,2,0,2991,32.52,Random Forest,RF_2025_V1
5913,2025-01-01,2025,Marketing,Marketing Executive,1,32,15,2,219,True,3,2,1,8835000,2,2,False,0,0.23589566545561128,23.59,1,0.16908819344089202,Cao,3,1,769,82.67,Random Forest,RF_2025_V1
5915,2025-01-01,2025,Sales,Sales Executive,1,26,36,5,243,True,2,2,3,8943000,1,1,False,1,0.3068981674313018,30.69,1,0.16908819344089202,Cao,3,1,304,93.16,Random Forest,RF_2025_V1
5918,2025-01-01,2025,Finance,Accountant,3,28,31,1,225,True,3,4,3,38632000,5,5,False,0,0.24691788954403487,24.69,1,0.16908819344089202,Cao,3,1,688,84.5,Random Forest,RF_2025_V1
5922,2025-01-01,2025,Information Technology,Software Engineer,2,35,13,2,191,False,3,1,4,23493000,7,0,True,0,0.12091257597353194,12.09,0,0.16908819344089202,Trung bình,2,0,2444,44.87,Random Forest,RF_2025_V1
5923,2025-01-01,2025,Finance,Accountant,4,47,19,4,224,True,4,2,4,51997000,1,1,False,1,0.3057190316386427,30.57,1,0.16908819344089202,Cao,3,1,311,93.0,Random Forest,RF_2025_V1
5925,2025-01-01,2025,Information Technology,IT Support,4,55,36,2,204,True,3,3,1,39821000,4,2,False,0,0.14902296963866693,14.9,0,0.16908819344089202,Trung bình,2,0,1811,59.15,Random Forest,RF_2025_V1
5926,2025-01-01,2025,Marketing,Marketing Executive,1,38,11,3,204,False,3,3,4,8595000,2,2,False,0,0.0556333401163907,5.56,0,0.16908819344089202,Thấp,1,0,4382,1.13,Random Forest,RF_2025_V1
5928,2025-01-01,2025,Information Technology,IT Support,1,49,38,1,171,True,4,3,4,14954000,13,13,False,0,0.1565334239653634,15.65,0,0.16908819344089202,Trung bình,2,0,1677,62.18,Random Forest,RF_2025_V1
5930,2025-01-01,2025,Finance,Accountant,4,26,11,1,176,False,3,3,3,60487000,4,4,False,0,0.06836667977223232,6.84,0,0.16908819344089202,Thấp,1,0,4048,8.67,Random Forest,RF_2025_V1
5931,2025-01-01,2025,Human Resources,HR Executive,3,37,8,4,196,False,5,2,4,33881000,13,6,False,0,0.1312892826425878,13.13,0,0.16908819344089202,Trung bình,2,0,2212,50.1,Random Forest,RF_2025_V1
5932,2025-01-01,2025,Sales,Account Manager,2,42,17,1,183,False,2,3,3,16608000,1,1,False,0,0.07631075155788046,7.63,0,0.16908819344089202,Thấp,1,0,3774,14.85,Random Forest,RF_2025_V1
5935,2025-01-01,2025,Sales,Sales Supervisor,4,55,24,1,204,True,3,1,4,67305000,4,4,False,0,0.23056050545059448,23.06,1,0.16908819344089202,Cao,3,1,825,81.4,Random Forest,RF_2025_V1
5938,2025-01-01,2025,Human Resources,C&B Specialist,3,32,7,5,213,True,4,4,3,35849000,6,5,False,0,0.18653134665091134,18.65,1,0.16908819344089202,Cao,3,1,1261,71.56,Random Forest,RF_2025_V1
5941,2025-01-01,2025,Finance,Internal Auditor,2,45,4,4,197,False,5,2,1,19764000,1,1,False,1,0.17146467166365836,17.15,1,0.16908819344089202,Cao,3,1,1456,67.16,Random Forest,RF_2025_V1
5943,2025-01-01,2025,Human Resources,HR Executive,2,42,25,5,202,False,3,4,2,17624000,2,2,False,0,0.0735059773598858,7.35,0,0.16908819344089202,Thấp,1,0,3889,12.25,Random Forest,RF_2025_V1
5946,2025-01-01,2025,Finance,Accountant,3,25,34,4,254,True,4,4,2,26655000,2,2,False,0,0.27012090608292144,27.01,1,0.16908819344089202,Cao,3,1,495,88.85,Random Forest,RF_2025_V1
5949,2025-01-01,2025,Finance,Financial Analyst,2,33,7,4,186,False,5,1,4,24331000,4,4,False,0,0.1600162569762108,16.0,0,0.16908819344089202,Trung bình,2,0,1620,63.46,Random Forest,RF_2025_V1
5954,2025-01-01,2025,Human Resources,HR Manager,2,46,38,3,189,False,3,2,4,20047000,4,4,False,0,0.1252814474404178,12.53,0,0.16908819344089202,Trung bình,2,0,2330,47.44,Random Forest,RF_2025_V1
5958,2025-01-01,2025,Human Resources,Recruiter,3,50,7,6,223,True,3,4,4,25423000,8,0,True,0,0.23795240319528346,23.8,1,0.16908819344089202,Cao,3,1,750,83.1,Random Forest,RF_2025_V1
5960,2025-01-01,2025,Marketing,Marketing Executive,2,42,33,2,202,True,3,4,1,15793000,5,1,False,0,0.18024587592728925,18.02,1,0.16908819344089202,Cao,3,1,1332,69.96,Random Forest,RF_2025_V1
5965,2025-01-01,2025,Sales,Sales Representative,2,40,5,2,181,False,4,3,4,16715000,1,1,False,0,0.07047289733412435,7.05,0,0.16908819344089202,Thấp,1,0,3984,10.11,Random Forest,RF_2025_V1
5968,2025-01-01,2025,Human Resources,HR Executive,2,39,28,6,256,True,3,1,1,16073000,3,3,False,1,0.4270586799158446,42.71,1,0.16908819344089202,Cao,3,1,22,99.53,Random Forest,RF_2025_V1
5971,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,41,40,5,224,False,2,4,2,10044000,1,1,False,0,0.1365348996639823,13.65,0,0.16908819344089202,Trung bình,2,0,2074,53.22,Random Forest,RF_2025_V1
5976,2025-01-01,2025,Operations,Warehouse Supervisor,1,30,33,4,188,True,4,4,4,8686000,2,2,False,0,0.12276281826499935,12.28,0,0.16908819344089202,Trung bình,2,0,2395,45.97,Random Forest,RF_2025_V1
5977,2025-01-01,2025,Human Resources,Recruiter,3,46,38,5,225,True,4,2,1,33707000,8,6,False,1,0.4081542516610566,40.82,1,0.16908819344089202,Cao,3,1,35,99.23,Random Forest,RF_2025_V1
5978,2025-01-01,2025,Marketing,Marketing Executive,2,52,39,7,224,False,3,4,4,13451000,1,1,False,0,0.1451531874286082,14.52,0,0.16908819344089202,Trung bình,2,0,1874,57.73,Random Forest,RF_2025_V1
5980,2025-01-01,2025,Finance,Internal Auditor,2,33,39,3,200,False,4,1,2,17811000,6,3,False,0,0.13269755559571134,13.27,0,0.16908819344089202,Trung bình,2,0,2171,51.03,Random Forest,RF_2025_V1
5981,2025-01-01,2025,Marketing,Marketing Executive,4,28,6,2,194,False,3,3,2,49512000,8,1,False,0,0.08151298793493028,8.15,0,0.16908819344089202,Thấp,1,0,3546,20.0,Random Forest,RF_2025_V1
5982,2025-01-01,2025,Sales,Sales Executive,2,55,31,2,138,False,4,4,3,18780000,9,9,False,0,0.08662556216165239,8.66,0,0.16908819344089202,Thấp,1,0,3369,23.99,Random Forest,RF_2025_V1
5983,2025-01-01,2025,Marketing,Marketing Manager,2,42,40,4,172,False,3,4,2,21081000,9,9,False,0,0.10214948815465338,10.21,0,0.16908819344089202,Trung bình,2,0,2947,33.51,Random Forest,RF_2025_V1
5984,2025-01-01,2025,Sales,Account Manager,1,55,33,1,178,False,4,3,2,14770000,5,5,False,0,0.10359327862996415,10.36,0,0.16908819344089202,Trung bình,2,0,2908,34.39,Random Forest,RF_2025_V1
5987,2025-01-01,2025,Finance,Accountant,4,39,39,3,189,False,3,4,3,46982000,5,4,False,0,0.0642331657595803,6.42,0,0.16908819344089202,Thấp,1,0,4178,5.73,Random Forest,RF_2025_V1
5990,2025-01-01,2025,Sales,Sales Representative,2,34,8,3,201,False,3,2,4,32465000,7,7,False,1,0.13511825020474938,13.51,0,0.16908819344089202,Trung bình,2,0,2106,52.49,Random Forest,RF_2025_V1
5992,2025-01-01,2025,Information Technology,Data Analyst,2,28,21,3,192,False,4,3,4,23777000,4,4,False,0,0.08087428561987146,8.09,0,0.16908819344089202,Thấp,1,0,3581,19.21,Random Forest,RF_2025_V1
5993,2025-01-01,2025,Marketing,Marketing Executive,2,37,2,5,208,True,4,1,2,23769000,10,3,False,0,0.28307883212822155,28.31,1,0.16908819344089202,Cao,3,1,409,90.79,Random Forest,RF_2025_V1
5994,2025-01-01,2025,Human Resources,Recruiter,1,26,39,4,176,False,1,2,2,12056000,1,1,False,0,0.14990270380421117,14.99,0,0.16908819344089202,Trung bình,2,0,1796,59.49,Random Forest,RF_2025_V1
5996,2025-01-01,2025,Operations,Operations Executive,1,41,33,3,185,False,4,2,3,13306000,2,2,False,0,0.10101846296186143,10.1,0,0.16908819344089202,Trung bình,2,0,2974,32.9,Random Forest,RF_2025_V1
5997,2025-01-01,2025,Sales,Account Manager,2,45,12,4,230,True,2,3,3,21164000,2,2,False,0,0.19777044305061764,19.78,1,0.16908819344089202,Cao,3,1,1158,73.89,Random Forest,RF_2025_V1
6001,2025-01-01,2025,Sales,Sales Executive,2,42,16,5,249,True,4,2,2,28226000,9,9,False,0,0.45952643101952445,45.95,1,0.16908819344089202,Cao,3,1,9,99.82,Random Forest,RF_2025_V1
6002,2025-01-01,2025,Information Technology,QA Engineer,1,50,19,1,178,True,4,2,3,11495000,4,4,False,0,0.27280744488281633,27.28,1,0.16908819344089202,Cao,3,1,477,89.26,Random Forest,RF_2025_V1
6005,2025-01-01,2025,Information Technology,System Administrator,2,51,8,5,240,True,3,2,3,22088000,10,10,False,0,0.39185985539277335,39.19,1,0.16908819344089202,Cao,3,1,67,98.51,Random Forest,RF_2025_V1
6010,2025-01-01,2025,Sales,Sales Executive,2,42,11,3,215,True,3,4,4,23236000,7,7,False,1,0.18527242871884161,18.53,1,0.16908819344089202,Cao,3,1,1280,71.14,Random Forest,RF_2025_V1
6015,2025-01-01,2025,Sales,Sales Supervisor,4,52,37,2,208,True,4,4,2,37178000,3,0,True,0,0.14872398286521743,14.87,0,0.16908819344089202,Trung bình,2,0,1812,59.13,Random Forest,RF_2025_V1
6016,2025-01-01,2025,Marketing,Marketing Manager,1,42,5,3,189,False,3,4,1,11374000,1,1,False,0,0.11131637468451286,11.13,0,0.16908819344089202,Trung bình,2,0,2710,38.86,Random Forest,RF_2025_V1
6017,2025-01-01,2025,Human Resources,Recruiter,3,35,11,5,233,True,4,3,4,38770000,13,13,False,0,0.2822149949907394,28.22,1,0.16908819344089202,Cao,3,1,414,90.68,Random Forest,RF_2025_V1
6019,2025-01-01,2025,Sales,Account Manager,1,30,3,1,160,False,4,2,3,14744000,9,9,False,0,0.16087662907922967,16.09,0,0.16908819344089202,Trung bình,2,0,1603,63.85,Random Forest,RF_2025_V1
6020,2025-01-01,2025,Sales,Sales Executive,2,39,31,3,228,False,4,4,4,27606000,8,8,False,0,0.1422773939272697,14.23,0,0.16908819344089202,Trung bình,2,0,1930,56.47,Random Forest,RF_2025_V1
