MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,DiemNguyCo,LaRuiRoCao,LaRuiRoTrungBinh,LaRuiRoThap,XepHangNguyCo,PhanViNguyCo
4914,2025-01-01,2025,Finance,Accountant,0,0.07232986391539441,0,0.16908819344089202,Thấp,1,7.23,0,0,1,3919,11.58
4915,2025-01-01,2025,Sales,Sales Supervisor,1,0.3341177122341597,1,0.16908819344089202,Cao,3,33.41,1,0,0,204,95.42
4917,2025-01-01,2025,Operations,Operations Executive,0,0.28044167728763225,1,0.16908819344089202,Cao,3,28.04,1,0,0,425,90.43
4918,2025-01-01,2025,Finance,Internal Auditor,0,0.2329213328091203,1,0.16908819344089202,Cao,3,23.29,1,0,0,801,81.95
4920,2025-01-01,2025,Information Technology,Data Analyst,0,0.07521930440214403,0,0.16908819344089202,Thấp,1,7.52,0,0,1,3816,13.9
4923,2025-01-01,2025,Information Technology,IT Support,0,0.05573593663100245,0,0.16908819344089202,Thấp,1,5.57,0,0,1,4379,1.2
4926,2025-01-01,2025,Human Resources,Recruiter,0,0.1704541068744452,1,0.16908819344089202,Cao,3,17.05,1,0,0,1475,66.73
4927,2025-01-01,2025,Human Resources,HR Executive,0,0.11486458537213741,0,0.16908819344089202,Trung bình,2,11.49,0,1,0,2597,41.41
4928,2025-01-01,2025,Human Resources,HR Manager,0,0.09698179035223803,0,0.16908819344089202,Thấp,1,9.7,0,0,1,3065,30.85
4929,2025-01-01,2025,Marketing,Marketing Manager,1,0.11105406457863577,0,0.16908819344089202,Trung bình,2,11.11,0,1,0,2722,38.59
4930,2025-01-01,2025,Information Technology,Data Analyst,1,0.17107664945517073,1,0.16908819344089202,Cao,3,17.11,1,0,0,1462,67.03
4931,2025-01-01,2025,Sales,Sales Supervisor,0,0.08999002663246636,0,0.16908819344089202,Thấp,1,9.0,0,0,1,3267,26.29
4935,2025-01-01,2025,Operations,Procurement Specialist,0,0.1526564734795682,0,0.16908819344089202,Trung bình,2,15.27,0,1,0,1738,60.8
4936,2025-01-01,2025,Operations,Operations Manager,1,0.08131640727381297,0,0.16908819344089202,Thấp,1,8.13,0,0,1,3555,19.79
4937,2025-01-01,2025,Marketing,Marketing Manager,0,0.13154120298138755,0,0.16908819344089202,Trung bình,2,13.15,0,1,0,2207,50.21
4939,2025-01-01,2025,Finance,Financial Analyst,0,0.11914015815360422,0,0.16908819344089202,Trung bình,2,11.91,0,1,0,2494,43.74
4940,2025-01-01,2025,Marketing,Marketing Executive,0,0.06407350357314687,0,0.16908819344089202,Thấp,1,6.41,0,0,1,4180,5.69
4942,2025-01-01,2025,Human Resources,Recruiter,0,0.21782710080842696,1,0.16908819344089202,Cao,3,21.78,1,0,0,943,78.74
4943,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.1798634116301995,1,0.16908819344089202,Cao,3,17.99,1,0,0,1338,69.83
4951,2025-01-01,2025,Finance,Financial Analyst,0,0.17569367669982225,1,0.16908819344089202,Cao,3,17.57,1,0,0,1400,68.43
4953,2025-01-01,2025,Finance,Accountant,0,0.23793013906775162,1,0.16908819344089202,Cao,3,23.79,1,0,0,751,83.07
4956,2025-01-01,2025,Sales,Account Manager,0,0.23406721107224437,1,0.16908819344089202,Cao,3,23.41,1,0,0,792,82.15
4962,2025-01-01,2025,Marketing,Marketing Manager,0,0.17761363327827534,1,0.16908819344089202,Cao,3,17.76,1,0,0,1367,69.17
4964,2025-01-01,2025,Marketing,Marketing Executive,0,0.3167483275892612,1,0.16908819344089202,Cao,3,31.67,1,0,0,263,94.09
4966,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.2571311701400954,1,0.16908819344089202,Cao,3,25.71,1,0,0,598,86.53
4969,2025-01-01,2025,Information Technology,System Administrator,0,0.0791927249053913,0,0.16908819344089202,Thấp,1,7.92,0,0,1,3657,17.49
4970,2025-01-01,2025,Marketing,Marketing Executive,0,0.14496651210468148,0,0.16908819344089202,Trung bình,2,14.5,0,1,0,1876,57.68
4971,2025-01-01,2025,Sales,Sales Executive,0,0.05661893589676577,0,0.16908819344089202,Thấp,1,5.66,0,0,1,4368,1.44
4975,2025-01-01,2025,Sales,Sales Executive,0,0.2318484835359369,1,0.16908819344089202,Cao,3,23.18,1,0,0,813,81.67
4976,2025-01-01,2025,Sales,Account Manager,0,0.07188271576294696,0,0.16908819344089202,Thấp,1,7.19,0,0,1,3935,11.22
4985,2025-01-01,2025,Information Technology,IT Support,0,0.20540356954044392,1,0.16908819344089202,Cao,3,20.54,1,0,0,1090,75.42
4989,2025-01-01,2025,Sales,Account Manager,0,0.0794360293487733,0,0.16908819344089202,Thấp,1,7.94,0,0,1,3647,17.72
4991,2025-01-01,2025,Operations,Operations Executive,0,0.22455669718979365,1,0.16908819344089202,Cao,3,22.46,1,0,0,872,80.34
4994,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.08885460264924051,0,0.16908819344089202,Thấp,1,8.89,0,0,1,3296,25.64
5002,2025-01-01,2025,Finance,Financial Analyst,0,0.07843245803565306,0,0.16908819344089202,Thấp,1,7.84,0,0,1,3691,16.72
5003,2025-01-01,2025,Human Resources,Recruiter,0,0.08096059068401944,0,0.16908819344089202,Thấp,1,8.1,0,0,1,3572,19.41
5004,2025-01-01,2025,Information Technology,IT Support,0,0.14438500188350298,0,0.16908819344089202,Trung bình,2,14.44,0,1,0,1885,57.48
5005,2025-01-01,2025,Operations,Procurement Specialist,0,0.21051152472981266,1,0.16908819344089202,Cao,3,21.05,1,0,0,1024,76.91
5007,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.06163985251589123,0,0.16908819344089202,Thấp,1,6.16,0,0,1,4251,4.08
5008,2025-01-01,2025,Finance,Internal Auditor,0,0.0884185848292038,0,0.16908819344089202,Thấp,1,8.84,0,0,1,3310,25.32
5009,2025-01-01,2025,Human Resources,Recruiter,0,0.2727262343200363,1,0.16908819344089202,Cao,3,27.27,1,0,0,478,89.23
5012,2025-01-01,2025,Marketing,Marketing Manager,0,0.05553226281396724,0,0.16908819344089202,Thấp,1,5.55,0,0,1,4387,1.02
5013,2025-01-01,2025,Sales,Sales Executive,0,0.10132190119484331,0,0.16908819344089202,Trung bình,2,10.13,0,1,0,2963,33.15
5014,2025-01-01,2025,Human Resources,C&B Specialist,0,0.08386827141056546,0,0.16908819344089202,Thấp,1,8.39,0,0,1,3465,21.82
5021,2025-01-01,2025,Marketing,Marketing Executive,0,0.07322241574387078,0,0.16908819344089202,Thấp,1,7.32,0,0,1,3896,12.1
5022,2025-01-01,2025,Sales,Sales Executive,0,0.08344515585921054,0,0.16908819344089202,Thấp,1,8.34,0,0,1,3473,21.64
5025,2025-01-01,2025,Marketing,Content Specialist,0,0.06712686986459154,0,0.16908819344089202,Thấp,1,6.71,0,0,1,4085,7.83
5026,2025-01-01,2025,Information Technology,QA Engineer,0,0.1129983919691563,0,0.16908819344089202,Trung bình,2,11.3,0,1,0,2659,40.01
5029,2025-01-01,2025,Human Resources,HR Manager,0,0.0805929114246074,0,0.16908819344089202,Thấp,1,8.06,0,0,1,3591,18.98
5031,2025-01-01,2025,Sales,Sales Representative,0,0.09614556667749193,0,0.16908819344089202,Thấp,1,9.61,0,0,1,3087,30.35
5033,2025-01-01,2025,Finance,Internal Auditor,0,0.153271300469304,0,0.16908819344089202,Trung bình,2,15.33,0,1,0,1731,60.96
5035,2025-01-01,2025,Marketing,Marketing Executive,0,0.21797122152909362,1,0.16908819344089202,Cao,3,21.8,1,0,0,942,78.76
5036,2025-01-01,2025,Finance,Finance Manager,0,0.09037124129317163,0,0.16908819344089202,Thấp,1,9.04,0,0,1,3257,26.52
5037,2025-01-01,2025,Sales,Sales Executive,0,0.08422424944011798,0,0.16908819344089202,Thấp,1,8.42,0,0,1,3448,22.21
5038,2025-01-01,2025,Information Technology,System Administrator,1,0.2788915890766285,1,0.16908819344089202,Cao,3,27.89,1,0,0,436,90.18
5039,2025-01-01,2025,Finance,Accountant,0,0.16142631805327595,0,0.16908819344089202,Trung bình,2,16.14,0,1,0,1594,64.05
5042,2025-01-01,2025,Operations,Procurement Specialist,0,0.08398283582379279,0,0.16908819344089202,Thấp,1,8.4,0,0,1,3461,21.91
5045,2025-01-01,2025,Information Technology,System Administrator,0,0.10889785954837393,0,0.16908819344089202,Trung bình,2,10.89,0,1,0,2780,37.28
5046,2025-01-01,2025,Human Resources,Recruiter,1,0.13053442920378605,0,0.16908819344089202,Trung bình,2,13.05,0,1,0,2234,49.61
5048,2025-01-01,2025,Operations,Procurement Specialist,1,0.21511094484649892,1,0.16908819344089202,Cao,3,21.51,1,0,0,974,78.04
5049,2025-01-01,2025,Marketing,Marketing Manager,0,0.14389209673546907,0,0.16908819344089202,Trung bình,2,14.39,0,1,0,1894,57.28
5052,2025-01-01,2025,Human Resources,HR Executive,0,0.21421017252230945,1,0.16908819344089202,Cao,3,21.42,1,0,0,982,77.86
5053,2025-01-01,2025,Finance,Internal Auditor,0,0.08264415337251528,0,0.16908819344089202,Thấp,1,8.26,0,0,1,3502,20.99
5054,2025-01-01,2025,Information Technology,QA Engineer,0,0.3867512171801759,1,0.16908819344089202,Cao,3,38.68,1,0,0,74,98.35
5056,2025-01-01,2025,Human Resources,C&B Specialist,0,0.09110319568314251,0,0.16908819344089202,Thấp,1,9.11,0,0,1,3228,27.17
5058,2025-01-01,2025,Information Technology,Data Analyst,0,0.19838021761652652,1,0.16908819344089202,Cao,3,19.84,1,0,0,1151,74.05
5059,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.12984801553684996,0,0.16908819344089202,Trung bình,2,12.98,0,1,0,2246,49.33
5064,2025-01-01,2025,Marketing,Content Specialist,0,0.10539293139741246,0,0.16908819344089202,Trung bình,2,10.54,0,1,0,2873,35.18
5068,2025-01-01,2025,Information Technology,Software Engineer,0,0.1524589605112145,0,0.16908819344089202,Trung bình,2,15.25,0,1,0,1742,60.71
5069,2025-01-01,2025,Operations,Procurement Specialist,0,0.08674083902315505,0,0.16908819344089202,Thấp,1,8.67,0,0,1,3361,24.17
5075,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.16727396027156366,0,0.16908819344089202,Trung bình,2,16.73,0,1,0,1514,65.85
5077,2025-01-01,2025,Finance,Financial Analyst,1,0.17703005577440692,1,0.16908819344089202,Cao,3,17.7,1,0,0,1378,68.92
5079,2025-01-01,2025,Finance,Financial Analyst,0,0.24858893644486618,1,0.16908819344089202,Cao,3,24.86,1,0,0,671,84.88
5082,2025-01-01,2025,Information Technology,IT Support,0,0.07103414744599625,0,0.16908819344089202,Thấp,1,7.1,0,0,1,3964,10.56
5084,2025-01-01,2025,Human Resources,HR Manager,0,0.10231518138742765,0,0.16908819344089202,Trung bình,2,10.23,0,1,0,2941,33.65
5086,2025-01-01,2025,Finance,Financial Analyst,0,0.06933839507396297,0,0.16908819344089202,Thấp,1,6.93,0,0,1,4018,9.34
5087,2025-01-01,2025,Information Technology,QA Engineer,1,0.1607035621592414,0,0.16908819344089202,Trung bình,2,16.07,0,1,0,1608,63.73
5088,2025-01-01,2025,Information Technology,IT Support,0,0.07397564280716476,0,0.16908819344089202,Thấp,1,7.4,0,0,1,3864,12.82
5093,2025-01-01,2025,Information Technology,Data Analyst,1,0.2218275905399517,1,0.16908819344089202,Cao,3,22.18,1,0,0,899,79.73
5094,2025-01-01,2025,Marketing,Marketing Manager,0,0.10948245340495232,0,0.16908819344089202,Trung bình,2,10.95,0,1,0,2765,37.62
5098,2025-01-01,2025,Sales,Account Manager,0,0.21287054067435204,1,0.16908819344089202,Cao,3,21.29,1,0,0,999,77.48
5099,2025-01-01,2025,Sales,Sales Representative,0,0.11147405772338334,0,0.16908819344089202,Trung bình,2,11.15,0,1,0,2705,38.98
5101,2025-01-01,2025,Operations,Procurement Specialist,0,0.18568049742476644,1,0.16908819344089202,Cao,3,18.57,1,0,0,1274,71.27
5103,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.0906470002035943,0,0.16908819344089202,Thấp,1,9.06,0,0,1,3244,26.81
5106,2025-01-01,2025,Sales,Sales Supervisor,0,0.0926354039824973,0,0.16908819344089202,Thấp,1,9.26,0,0,1,3171,28.46
5107,2025-01-01,2025,Human Resources,Recruiter,0,0.13968164931239357,0,0.16908819344089202,Trung bình,2,13.97,0,1,0,1983,55.27
5109,2025-01-01,2025,Human Resources,HR Manager,0,0.12319471386910268,0,0.16908819344089202,Trung bình,2,12.32,0,1,0,2378,46.36
5115,2025-01-01,2025,Marketing,Marketing Executive,0,0.12318199520689914,0,0.16908819344089202,Trung bình,2,12.32,0,1,0,2379,46.33
5117,2025-01-01,2025,Information Technology,Software Engineer,0,0.11555059069839596,0,0.16908819344089202,Trung bình,2,11.56,0,1,0,2580,41.8
5118,2025-01-01,2025,Information Technology,Software Engineer,0,0.32925656364822464,1,0.16908819344089202,Cao,3,32.93,1,0,0,222,95.01
5119,2025-01-01,2025,Sales,Sales Executive,0,0.3328207572751367,1,0.16908819344089202,Cao,3,33.28,1,0,0,208,95.33
5120,2025-01-01,2025,Information Technology,IT Support,0,0.11487131520913266,0,0.16908819344089202,Trung bình,2,11.49,0,1,0,2596,41.44
5121,2025-01-01,2025,Operations,Operations Executive,0,0.09425112867103796,0,0.16908819344089202,Thấp,1,9.43,0,0,1,3131,29.36
5126,2025-01-01,2025,Finance,Accountant,0,0.19278766725642715,1,0.16908819344089202,Cao,3,19.28,1,0,0,1198,72.99
5127,2025-01-01,2025,Sales,Sales Representative,0,0.08201181543624424,0,0.16908819344089202,Thấp,1,8.2,0,0,1,3526,20.45
5128,2025-01-01,2025,Finance,Internal Auditor,1,0.2891760619409367,1,0.16908819344089202,Cao,3,28.92,1,0,0,378,91.49
5129,2025-01-01,2025,Operations,Procurement Specialist,0,0.07462601898446296,0,0.16908819344089202,Thấp,1,7.46,0,0,1,3837,13.43
5131,2025-01-01,2025,Human Resources,HR Manager,0,0.12646025374578554,0,0.16908819344089202,Trung bình,2,12.65,0,1,0,2309,47.91
5132,2025-01-01,2025,Marketing,Content Specialist,0,0.13742891018605097,0,0.16908819344089202,Trung bình,2,13.74,0,1,0,2047,53.83
5135,2025-01-01,2025,Operations,Operations Manager,0,0.1148512747511037,0,0.16908819344089202,Trung bình,2,11.49,0,1,0,2598,41.39
5138,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.1942195292584969,1,0.16908819344089202,Cao,3,19.42,1,0,0,1191,73.14
5139,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07995289244901907,0,0.16908819344089202,Thấp,1,8.0,0,0,1,3620,18.33
5140,2025-01-01,2025,Information Technology,Software Engineer,0,0.1347628995295425,0,0.16908819344089202,Trung bình,2,13.48,0,1,0,2119,52.2
5141,2025-01-01,2025,Finance,Accountant,1,0.2334828600323813,1,0.16908819344089202,Cao,3,23.35,1,0,0,797,82.04
5143,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.13113353728372754,0,0.16908819344089202,Trung bình,2,13.11,0,1,0,2217,49.99
5144,2025-01-01,2025,Sales,Sales Representative,0,0.09431014892657909,0,0.16908819344089202,Thấp,1,9.43,0,0,1,3129,29.41
5148,2025-01-01,2025,Marketing,Marketing Executive,0,0.08956992563936862,0,0.16908819344089202,Thấp,1,8.96,0,0,1,3280,26.0
5149,2025-01-01,2025,Marketing,Content Specialist,0,0.11720590966762034,0,0.16908819344089202,Trung bình,2,11.72,0,1,0,2528,42.97
5151,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.2951820304285531,1,0.16908819344089202,Cao,3,29.52,1,0,0,352,92.08
5152,2025-01-01,2025,Operations,Operations Manager,0,0.07805547343843014,0,0.16908819344089202,Thấp,1,7.81,0,0,1,3707,16.36
5155,2025-01-01,2025,Sales,Sales Supervisor,0,0.19327082423854092,1,0.16908819344089202,Cao,3,19.33,1,0,0,1196,73.03
5156,2025-01-01,2025,Human Resources,HR Executive,0,0.07970880825714619,0,0.16908819344089202,Thấp,1,7.97,0,0,1,3635,17.99
5157,2025-01-01,2025,Marketing,Marketing Executive,0,0.054256471364287684,0,0.16908819344089202,Thấp,1,5.43,0,0,1,4403,0.65
5158,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.13148909134150372,0,0.16908819344089202,Trung bình,2,13.15,0,1,0,2208,50.19
5159,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11103219637472586,0,0.16908819344089202,Trung bình,2,11.1,0,1,0,2723,38.57
5161,2025-01-01,2025,Finance,Internal Auditor,0,0.10015252406280212,0,0.16908819344089202,Thấp,1,10.02,0,0,1,2995,32.43
5164,2025-01-01,2025,Information Technology,Software Engineer,0,0.07080771890165276,0,0.16908819344089202,Thấp,1,7.08,0,0,1,3973,10.36
5165,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.22266755549532236,1,0.16908819344089202,Cao,3,22.27,1,0,0,894,79.85
5168,2025-01-01,2025,Sales,Sales Executive,0,0.082281413384308,0,0.16908819344089202,Thấp,1,8.23,0,0,1,3516,20.67
5174,2025-01-01,2025,Information Technology,QA Engineer,1,0.2054429331226521,1,0.16908819344089202,Cao,3,20.54,1,0,0,1089,75.45
5175,2025-01-01,2025,Marketing,Marketing Executive,0,0.06792792250298033,0,0.16908819344089202,Thấp,1,6.79,0,0,1,4062,8.35
5176,2025-01-01,2025,Marketing,Content Specialist,0,0.05997748390330868,0,0.16908819344089202,Thấp,1,6.0,0,0,1,4297,3.05
5178,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.11995109157604328,0,0.16908819344089202,Trung bình,2,12.0,0,1,0,2474,44.19
5179,2025-01-01,2025,Sales,Sales Representative,1,0.05581800424488054,0,0.16908819344089202,Thấp,1,5.58,0,0,1,4375,1.29
5181,2025-01-01,2025,Information Technology,IT Support,0,0.07256400629523645,0,0.16908819344089202,Thấp,1,7.26,0,0,1,3913,11.71
5182,2025-01-01,2025,Marketing,Content Specialist,0,0.18565488175562098,1,0.16908819344089202,Cao,3,18.57,1,0,0,1275,71.25
5185,2025-01-01,2025,Sales,Account Manager,0,0.1133834328834796,0,0.16908819344089202,Trung bình,2,11.34,0,1,0,2645,40.33
5190,2025-01-01,2025,Finance,Finance Manager,0,0.09888736881418302,0,0.16908819344089202,Thấp,1,9.89,0,0,1,3030,31.64
5193,2025-01-01,2025,Sales,Sales Supervisor,0,0.07488445742408255,0,0.16908819344089202,Thấp,1,7.49,0,0,1,3823,13.74
5204,2025-01-01,2025,Human Resources,Recruiter,1,0.23585385355009747,1,0.16908819344089202,Cao,3,23.59,1,0,0,770,82.65
5205,2025-01-01,2025,Finance,Accountant,0,0.34925659562022887,1,0.16908819344089202,Cao,3,34.93,1,0,0,156,96.5
5209,2025-01-01,2025,Operations,Operations Manager,1,0.2607315139235786,1,0.16908819344089202,Cao,3,26.07,1,0,0,573,87.09
5213,2025-01-01,2025,Operations,Operations Executive,0,0.09135942235406301,0,0.16908819344089202,Thấp,1,9.14,0,0,1,3218,27.4
5214,2025-01-01,2025,Information Technology,System Administrator,0,0.08734406774852518,0,0.16908819344089202,Thấp,1,8.73,0,0,1,3335,24.76
5215,2025-01-01,2025,Finance,Internal Auditor,0,0.24742188782805646,1,0.16908819344089202,Cao,3,24.74,1,0,0,682,84.63
5216,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.16362127950414784,0,0.16908819344089202,Trung bình,2,16.36,0,1,0,1566,64.68
5218,2025-01-01,2025,Finance,Finance Manager,0,0.08272305830364736,0,0.16908819344089202,Thấp,1,8.27,0,0,1,3496,21.12
5222,2025-01-01,2025,Finance,Financial Analyst,0,0.21559506379620938,1,0.16908819344089202,Cao,3,21.56,1,0,0,970,78.13
5223,2025-01-01,2025,Information Technology,IT Support,0,0.05780981738285817,0,0.16908819344089202,Thấp,1,5.78,0,0,1,4346,1.94
5226,2025-01-01,2025,Finance,Financial Analyst,0,0.1394322998541309,0,0.16908819344089202,Trung bình,2,13.94,0,1,0,1996,54.98
5227,2025-01-01,2025,Information Technology,System Administrator,0,0.09616881155542215,0,0.16908819344089202,Thấp,1,9.62,0,0,1,3086,30.38
5229,2025-01-01,2025,Finance,Financial Analyst,0,0.1328081314408412,0,0.16908819344089202,Trung bình,2,13.28,0,1,0,2167,51.12
5230,2025-01-01,2025,Human Resources,Recruiter,1,0.07535091184764384,0,0.16908819344089202,Thấp,1,7.54,0,0,1,3806,14.13
5231,2025-01-01,2025,Information Technology,IT Support,0,0.21885521430735475,1,0.16908819344089202,Cao,3,21.89,1,0,0,936,78.9
5232,2025-01-01,2025,Finance,Finance Manager,0,0.06328765872354994,0,0.16908819344089202,Thấp,1,6.33,0,0,1,4205,5.12
5233,2025-01-01,2025,Information Technology,IT Support,1,0.33623204439563437,1,0.16908819344089202,Cao,3,33.62,1,0,0,197,95.58
5234,2025-01-01,2025,Information Technology,System Administrator,0,0.15179971978393755,0,0.16908819344089202,Trung bình,2,15.18,0,1,0,1756,60.39
5237,2025-01-01,2025,Sales,Sales Executive,1,0.2706461388734878,1,0.16908819344089202,Cao,3,27.06,1,0,0,491,88.94
5240,2025-01-01,2025,Sales,Sales Executive,0,0.11583883526773647,0,0.16908819344089202,Trung bình,2,11.58,0,1,0,2568,42.07
5242,2025-01-01,2025,Human Resources,Recruiter,0,0.07895416297659637,0,0.16908819344089202,Thấp,1,7.9,0,0,1,3669,17.22
5243,2025-01-01,2025,Finance,Finance Manager,0,0.23500985635919983,1,0.16908819344089202,Cao,3,23.5,1,0,0,779,82.44
5244,2025-01-01,2025,Human Resources,Recruiter,1,0.08110975283414998,0,0.16908819344089202,Thấp,1,8.11,0,0,1,3567,19.52
5245,2025-01-01,2025,Information Technology,System Administrator,0,0.07972745243457073,0,0.16908819344089202,Thấp,1,7.97,0,0,1,3634,18.01
5246,2025-01-01,2025,Finance,Accountant,0,0.13353957188963353,0,0.16908819344089202,Trung bình,2,13.35,0,1,0,2147,51.57
5247,2025-01-01,2025,Operations,Operations Executive,0,0.170551967427475,1,0.16908819344089202,Cao,3,17.06,1,0,0,1472,66.8
5248,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0974000781676123,0,0.16908819344089202,Thấp,1,9.74,0,0,1,3059,30.99
5249,2025-01-01,2025,Sales,Account Manager,0,0.10976532704293705,0,0.16908819344089202,Trung bình,2,10.98,0,1,0,2756,37.82
5250,2025-01-01,2025,Finance,Internal Auditor,0,0.06090394015306826,0,0.16908819344089202,Thấp,1,6.09,0,0,1,4277,3.5
5251,2025-01-01,2025,Finance,Finance Manager,0,0.060125262723143474,0,0.16908819344089202,Thấp,1,6.01,0,0,1,4295,3.09
5252,2025-01-01,2025,Operations,Procurement Specialist,0,0.1381224358349254,0,0.16908819344089202,Trung bình,2,13.81,0,1,0,2030,54.21
5253,2025-01-01,2025,Information Technology,IT Support,0,0.1116163363528008,0,0.16908819344089202,Trung bình,2,11.16,0,1,0,2700,39.09
5255,2025-01-01,2025,Information Technology,QA Engineer,0,0.14104220435508358,0,0.16908819344089202,Trung bình,2,14.1,0,1,0,1956,55.88
5256,2025-01-01,2025,Information Technology,Software Engineer,1,0.1072407428696775,0,0.16908819344089202,Trung bình,2,10.72,0,1,0,2834,36.06
5257,2025-01-01,2025,Marketing,Marketing Manager,0,0.09943398766211607,0,0.16908819344089202,Thấp,1,9.94,0,0,1,3018,31.91
5261,2025-01-01,2025,Human Resources,Recruiter,1,0.12829908125000763,0,0.16908819344089202,Trung bình,2,12.83,0,1,0,2277,48.63
5265,2025-01-01,2025,Sales,Account Manager,0,0.11643010472142294,0,0.16908819344089202,Trung bình,2,11.64,0,1,0,2551,42.45
5266,2025-01-01,2025,Marketing,Marketing Manager,0,0.09040511992776533,0,0.16908819344089202,Thấp,1,9.04,0,0,1,3256,26.54
5268,2025-01-01,2025,Finance,Finance Manager,0,0.07635930111196981,0,0.16908819344089202,Thấp,1,7.64,0,0,1,3773,14.87
5282,2025-01-01,2025,Human Resources,HR Manager,0,0.11222748149475914,0,0.16908819344089202,Trung bình,2,11.22,0,1,0,2681,39.52
5284,2025-01-01,2025,Operations,Operations Manager,0,0.10176316496813108,0,0.16908819344089202,Trung bình,2,10.18,0,1,0,2955,33.33
5291,2025-01-01,2025,Sales,Sales Representative,1,0.4709409956640929,1,0.16908819344089202,Cao,3,47.09,1,0,0,6,99.89
5292,2025-01-01,2025,Sales,Sales Executive,0,0.19720597272044868,1,0.16908819344089202,Cao,3,19.72,1,0,0,1162,73.8
5293,2025-01-01,2025,Information Technology,Data Analyst,0,0.15917107322094542,0,0.16908819344089202,Trung bình,2,15.92,0,1,0,1633,63.17
5294,2025-01-01,2025,Human Resources,HR Executive,0,0.07976431377658096,0,0.16908819344089202,Thấp,1,7.98,0,0,1,3632,18.05
5295,2025-01-01,2025,Marketing,Content Specialist,1,0.06999493022953623,0,0.16908819344089202,Thấp,1,7.0,0,0,1,3997,9.82
5306,2025-01-01,2025,Sales,Account Manager,1,0.4081097695589552,1,0.16908819344089202,Cao,3,40.81,1,0,0,36,99.21
5308,2025-01-01,2025,Operations,Operations Executive,0,0.13175058862901892,0,0.16908819344089202,Trung bình,2,13.18,0,1,0,2201,50.35
5310,2025-01-01,2025,Sales,Sales Representative,0,0.17659067383010013,1,0.16908819344089202,Cao,3,17.66,1,0,0,1386,68.74
5314,2025-01-01,2025,Marketing,Content Specialist,1,0.14577745291218178,0,0.16908819344089202,Trung bình,2,14.58,0,1,0,1866,57.91
5320,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.37436339529247414,1,0.16908819344089202,Cao,3,37.44,1,0,0,96,97.86
5321,2025-01-01,2025,Finance,Finance Manager,0,0.10691396693081681,0,0.16908819344089202,Trung bình,2,10.69,0,1,0,2845,35.82
5323,2025-01-01,2025,Information Technology,IT Support,0,0.25252088360954594,1,0.16908819344089202,Cao,3,25.25,1,0,0,633,85.74
5324,2025-01-01,2025,Human Resources,Recruiter,0,0.10794421024296286,0,0.16908819344089202,Trung bình,2,10.79,0,1,0,2813,36.54
5325,2025-01-01,2025,Sales,Sales Supervisor,0,0.0806623064072785,0,0.16908819344089202,Thấp,1,8.07,0,0,1,3589,19.03
5326,2025-01-01,2025,Marketing,Marketing Executive,0,0.13612013441485765,0,0.16908819344089202,Trung bình,2,13.61,0,1,0,2084,52.99
5331,2025-01-01,2025,Finance,Accountant,0,0.26259597729143247,1,0.16908819344089202,Cao,3,26.26,1,0,0,561,87.36
5333,2025-01-01,2025,Marketing,Marketing Executive,0,0.29106153160555864,1,0.16908819344089202,Cao,3,29.11,1,0,0,368,91.72
5335,2025-01-01,2025,Sales,Sales Representative,0,0.12354119294398373,0,0.16908819344089202,Trung bình,2,12.35,0,1,0,2370,46.54
5336,2025-01-01,2025,Human Resources,C&B Specialist,1,0.12849333894815487,0,0.16908819344089202,Trung bình,2,12.85,0,1,0,2274,48.7
5337,2025-01-01,2025,Information Technology,Data Analyst,1,0.12531224816374872,0,0.16908819344089202,Trung bình,2,12.53,0,1,0,2329,47.46
5338,2025-01-01,2025,Finance,Finance Manager,0,0.11157160319526575,0,0.16908819344089202,Trung bình,2,11.16,0,1,0,2702,39.04
5339,2025-01-01,2025,Information Technology,IT Support,0,0.18911739424604096,1,0.16908819344089202,Cao,3,18.91,1,0,0,1238,72.08
5340,2025-01-01,2025,Operations,Procurement Specialist,1,0.08841766324339422,0,0.16908819344089202,Thấp,1,8.84,0,0,1,3312,25.28
5343,2025-01-01,2025,Marketing,Content Specialist,1,0.26632173821086685,1,0.16908819344089202,Cao,3,26.63,1,0,0,525,88.17
5344,2025-01-01,2025,Information Technology,IT Support,0,0.2806940868711215,1,0.16908819344089202,Cao,3,28.07,1,0,0,422,90.5
