MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan
5707,2025-01-01,2025,Marketing,Content Specialist,0,0.0935672514619883,0,0.2
5710,2025-01-01,2025,Information Technology,QA Engineer,0,0.07101167315175097,0,0.2
5714,2025-01-01,2025,Information Technology,QA Engineer,1,0.12827225130890052,0,0.2
5716,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.2242152466367713,1,0.2
5717,2025-01-01,2025,Sales,Sales Representative,0,0.21639344262295082,1,0.2
5719,2025-01-01,2025,Human Resources,Recruiter,0,0.05102040816326531,0,0.2
5721,2025-01-01,2025,Information Technology,Software Engineer,0,0.22927879440258342,1,0.2
5727,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
5729,2025-01-01,2025,Human Resources,C&B Specialist,0,0.5116959064327485,1,0.2
5730,2025-01-01,2025,Marketing,Content Specialist,1,0.1610337972166998,0,0.2
5731,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
5732,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0935672514619883,0,0.2
5733,2025-01-01,2025,Information Technology,QA Engineer,1,0.0681453768038482,0,0.2
5736,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
5738,2025-01-01,2025,Sales,Sales Representative,0,0.0681453768038482,0,0.2
5743,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
5746,2025-01-01,2025,Information Technology,System Administrator,0,0.19791666666666666,0,0.2
5748,2025-01-01,2025,Operations,Procurement Specialist,0,0.05102040816326531,0,0.2
5749,2025-01-01,2025,Sales,Account Manager,0,0.40318302387267907,1,0.2
5751,2025-01-01,2025,Marketing,Marketing Executive,0,0.15187376725838264,0,0.2
5753,2025-01-01,2025,Human Resources,HR Manager,1,0.12827225130890052,0,0.2
5755,2025-01-01,2025,Operations,Operations Executive,0,0.29411764705882354,1,0.2
5759,2025-01-01,2025,Information Technology,Data Analyst,0,0.11397627643115008,0,0.2
5763,2025-01-01,2025,Information Technology,Software Engineer,1,0.1610337972166998,0,0.2
5764,2025-01-01,2025,Information Technology,Data Analyst,1,0.06978233034571063,0,0.2
5765,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
5766,2025-01-01,2025,Human Resources,HR Executive,0,0.06978233034571063,0,0.2
5767,2025-01-01,2025,Human Resources,HR Executive,0,0.06978233034571063,0,0.2
5768,2025-01-01,2025,Information Technology,System Administrator,0,0.1610337972166998,0,0.2
5770,2025-01-01,2025,Operations,Operations Executive,0,0.1986970684039088,0,0.2
5771,2025-01-01,2025,Sales,Account Manager,0,0.0681453768038482,0,0.2
5772,2025-01-01,2025,Sales,Sales Supervisor,0,0.07101167315175097,0,0.2
5774,2025-01-01,2025,Sales,Account Manager,0,0.22927879440258342,1,0.2
5775,2025-01-01,2025,Information Technology,Software Engineer,0,0.3035143769968051,1,0.2
5779,2025-01-01,2025,Finance,Financial Analyst,0,0.05102040816326531,0,0.2
5784,2025-01-01,2025,Marketing,Marketing Executive,0,0.12382739212007504,0,0.2
5786,2025-01-01,2025,Finance,Internal Auditor,0,0.12382739212007504,0,0.2
5787,2025-01-01,2025,Sales,Sales Supervisor,0,0.05102040816326531,0,0.2
5788,2025-01-01,2025,Information Technology,QA Engineer,0,0.11397627643115008,0,0.2
5789,2025-01-01,2025,Operations,Procurement Specialist,0,0.21639344262295082,1,0.2
5790,2025-01-01,2025,Sales,Sales Executive,0,0.35294117647058826,1,0.2
5791,2025-01-01,2025,Sales,Sales Supervisor,1,0.07101167315175097,0,0.2
5792,2025-01-01,2025,Information Technology,IT Support,0,0.05102040816326531,0,0.2
5794,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1610337972166998,0,0.2
5795,2025-01-01,2025,Finance,Accountant,0,0.13513513513513514,0,0.2
5797,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
5798,2025-01-01,2025,Marketing,Marketing Manager,0,0.06978233034571063,0,0.2
5801,2025-01-01,2025,Sales,Sales Representative,0,0.0681453768038482,0,0.2
5804,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.2163265306122449,1,0.2
5806,2025-01-01,2025,Finance,Finance Manager,0,0.13513513513513514,0,0.2
5807,2025-01-01,2025,Finance,Accountant,0,0.11397627643115008,0,0.2
5809,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
5810,2025-01-01,2025,Information Technology,Data Analyst,1,0.4198473282442748,1,0.2
5811,2025-01-01,2025,Sales,Sales Supervisor,0,0.35294117647058826,1,0.2
5813,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
5814,2025-01-01,2025,Sales,Sales Representative,0,0.0935672514619883,0,0.2
5815,2025-01-01,2025,Marketing,Marketing Executive,1,0.1610337972166998,0,0.2
5817,2025-01-01,2025,Marketing,Marketing Executive,0,0.15979381443298968,0,0.2
5820,2025-01-01,2025,Finance,Finance Manager,0,0.0681453768038482,0,0.2
5823,2025-01-01,2025,Sales,Sales Executive,0,0.0935672514619883,0,0.2
5827,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
5829,2025-01-01,2025,Operations,Operations Manager,0,0.05102040816326531,0,0.2
5831,2025-01-01,2025,Finance,Internal Auditor,0,0.2242152466367713,1,0.2
5835,2025-01-01,2025,Finance,Internal Auditor,0,0.05102040816326531,0,0.2
5836,2025-01-01,2025,Operations,Operations Manager,1,0.0681453768038482,0,0.2
5839,2025-01-01,2025,Operations,Operations Manager,0,0.2163265306122449,1,0.2
5840,2025-01-01,2025,Marketing,Marketing Manager,0,0.16176470588235295,0,0.2
5842,2025-01-01,2025,Human Resources,HR Manager,0,0.11397627643115008,0,0.2
5844,2025-01-01,2025,Finance,Accountant,1,0.1956521739130435,0,0.2
5845,2025-01-01,2025,Sales,Account Manager,1,0.4198473282442748,1,0.2
5849,2025-01-01,2025,Sales,Sales Executive,0,0.2163265306122449,1,0.2
5851,2025-01-01,2025,Finance,Finance Manager,0,0.35294117647058826,1,0.2
5853,2025-01-01,2025,Sales,Sales Representative,1,0.15979381443298968,0,0.2
5855,2025-01-01,2025,Sales,Account Manager,0,0.05102040816326531,0,0.2
5856,2025-01-01,2025,Operations,Operations Manager,0,0.0681453768038482,0,0.2
5857,2025-01-01,2025,Operations,Operations Manager,0,0.13513513513513514,0,0.2
5858,2025-01-01,2025,Human Resources,HR Manager,0,0.1956521739130435,0,0.2
5860,2025-01-01,2025,Human Resources,HR Manager,0,0.0935672514619883,0,0.2
5861,2025-01-01,2025,Operations,Procurement Specialist,1,0.13513513513513514,0,0.2
5862,2025-01-01,2025,Sales,Sales Executive,0,0.1956521739130435,0,0.2
5863,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07101167315175097,0,0.2
5864,2025-01-01,2025,Sales,Account Manager,0,0.06978233034571063,0,0.2
5865,2025-01-01,2025,Human Resources,HR Manager,0,0.1956521739130435,0,0.2
5866,2025-01-01,2025,Human Resources,Recruiter,0,0.0681453768038482,0,0.2
5867,2025-01-01,2025,Operations,Procurement Specialist,0,0.32432432432432434,1,0.2
5873,2025-01-01,2025,Information Technology,System Administrator,0,0.12382739212007504,0,0.2
5875,2025-01-01,2025,Operations,Operations Manager,1,0.21639344262295082,1,0.2
5876,2025-01-01,2025,Finance,Financial Analyst,0,0.22927879440258342,1,0.2
5880,2025-01-01,2025,Sales,Sales Executive,0,0.05102040816326531,0,0.2
5882,2025-01-01,2025,Operations,Operations Executive,1,0.573170731707317,1,0.2
5883,2025-01-01,2025,Operations,Operations Manager,0,0.05102040816326531,0,0.2
5885,2025-01-01,2025,Marketing,Marketing Executive,0,0.15979381443298968,0,0.2
5886,2025-01-01,2025,Human Resources,HR Manager,1,0.07101167315175097,0,0.2
5891,2025-01-01,2025,Operations,Operations Executive,0,0.05102040816326531,0,0.2
5893,2025-01-01,2025,Sales,Account Manager,0,0.05102040816326531,0,0.2
5894,2025-01-01,2025,Information Technology,QA Engineer,0,0.06978233034571063,0,0.2
5895,2025-01-01,2025,Human Resources,Recruiter,1,0.12382739212007504,0,0.2
5896,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.35294117647058826,1,0.2
5898,2025-01-01,2025,Finance,Accountant,0,0.0935672514619883,0,0.2
5901,2025-01-01,2025,Finance,Accountant,0,0.16176470588235295,0,0.2
5902,2025-01-01,2025,Marketing,Marketing Executive,0,0.22927879440258342,1,0.2
5903,2025-01-01,2025,Operations,Procurement Specialist,0,0.5116959064327485,1,0.2
5906,2025-01-01,2025,Finance,Finance Manager,0,0.05102040816326531,0,0.2
5907,2025-01-01,2025,Finance,Accountant,0,0.1956521739130435,0,0.2
5912,2025-01-01,2025,Human Resources,Recruiter,0,0.06978233034571063,0,0.2
5913,2025-01-01,2025,Marketing,Marketing Executive,0,0.3035143769968051,1,0.2
5915,2025-01-01,2025,Sales,Sales Executive,1,0.32432432432432434,1,0.2
5918,2025-01-01,2025,Finance,Accountant,0,0.1956521739130435,0,0.2
5922,2025-01-01,2025,Information Technology,Software Engineer,0,0.12382739212007504,0,0.2
5923,2025-01-01,2025,Finance,Accountant,1,0.32432432432432434,1,0.2
5925,2025-01-01,2025,Information Technology,IT Support,0,0.0935672514619883,0,0.2
5926,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
5928,2025-01-01,2025,Information Technology,IT Support,0,0.15187376725838264,0,0.2
5930,2025-01-01,2025,Finance,Accountant,0,0.05102040816326531,0,0.2
5931,2025-01-01,2025,Human Resources,HR Executive,0,0.13513513513513514,0,0.2
5932,2025-01-01,2025,Sales,Account Manager,0,0.05102040816326531,0,0.2
5935,2025-01-01,2025,Sales,Sales Supervisor,0,0.33969465648854963,1,0.2
5938,2025-01-01,2025,Human Resources,C&B Specialist,0,0.15187376725838264,0,0.2
5941,2025-01-01,2025,Finance,Internal Auditor,1,0.1610337972166998,0,0.2
5943,2025-01-01,2025,Human Resources,HR Executive,0,0.06978233034571063,0,0.2
5946,2025-01-01,2025,Finance,Accountant,0,0.29411764705882354,1,0.2
5949,2025-01-01,2025,Finance,Financial Analyst,0,0.13513513513513514,0,0.2
5954,2025-01-01,2025,Human Resources,HR Manager,0,0.13513513513513514,0,0.2
5958,2025-01-01,2025,Human Resources,Recruiter,0,0.21052631578947367,1,0.2
5960,2025-01-01,2025,Marketing,Marketing Executive,0,0.0935672514619883,0,0.2
5965,2025-01-01,2025,Sales,Sales Representative,0,0.05102040816326531,0,0.2
5968,2025-01-01,2025,Human Resources,HR Executive,1,0.6548672566371682,1,0.2
5971,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.13793103448275862,0,0.2
5976,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0935672514619883,0,0.2
5977,2025-01-01,2025,Human Resources,Recruiter,1,0.5116959064327485,1,0.2
5978,2025-01-01,2025,Marketing,Marketing Executive,0,0.03816793893129771,0,0.2
5980,2025-01-01,2025,Finance,Internal Auditor,0,0.1610337972166998,0,0.2
5981,2025-01-01,2025,Marketing,Marketing Executive,0,0.06978233034571063,0,0.2
5982,2025-01-01,2025,Sales,Sales Executive,0,0.05102040816326531,0,0.2
5983,2025-01-01,2025,Marketing,Marketing Manager,0,0.11397627643115008,0,0.2
5984,2025-01-01,2025,Sales,Account Manager,0,0.11397627643115008,0,0.2
5987,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
5990,2025-01-01,2025,Sales,Sales Representative,1,0.13513513513513514,0,0.2
5992,2025-01-01,2025,Information Technology,Data Analyst,0,0.0681453768038482,0,0.2
5993,2025-01-01,2025,Marketing,Marketing Executive,0,0.3035143769968051,1,0.2
5994,2025-01-01,2025,Human Resources,Recruiter,0,0.1610337972166998,0,0.2
5996,2025-01-01,2025,Operations,Operations Executive,0,0.07101167315175097,0,0.2
5997,2025-01-01,2025,Sales,Account Manager,0,0.1956521739130435,0,0.2
6001,2025-01-01,2025,Sales,Sales Executive,0,0.5116959064327485,1,0.2
6002,2025-01-01,2025,Information Technology,QA Engineer,0,0.33969465648854963,1,0.2
6005,2025-01-01,2025,Information Technology,System Administrator,0,0.42701525054466233,1,0.2
6010,2025-01-01,2025,Sales,Sales Executive,1,0.15187376725838264,0,0.2
6015,2025-01-01,2025,Sales,Sales Supervisor,0,0.0935672514619883,0,0.2
6016,2025-01-01,2025,Marketing,Marketing Manager,0,0.1179245283018868,0,0.2
6017,2025-01-01,2025,Human Resources,Recruiter,0,0.2777777777777778,1,0.2
6019,2025-01-01,2025,Sales,Account Manager,0,0.13513513513513514,0,0.2
6020,2025-01-01,2025,Sales,Sales Executive,0,0.15979381443298968,0,0.2
6021,2025-01-01,2025,Finance,Finance Manager,0,0.05102040816326531,0,0.2
6022,2025-01-01,2025,Information Technology,Data Analyst,0,0.0935672514619883,0,0.2
6023,2025-01-01,2025,Human Resources,Recruiter,1,0.1610337972166998,0,0.2
6024,2025-01-01,2025,Sales,Sales Representative,0,0.05102040816326531,0,0.2
6026,2025-01-01,2025,Operations,Operations Manager,1,0.1986970684039088,0,0.2
6027,2025-01-01,2025,Human Resources,Recruiter,0,0.0681453768038482,0,0.2
6029,2025-01-01,2025,Human Resources,Recruiter,1,0.0935672514619883,0,0.2
6030,2025-01-01,2025,Information Technology,Software Engineer,0,0.05102040816326531,0,0.2
6035,2025-01-01,2025,Finance,Internal Auditor,0,0.6548672566371682,1,0.2
6038,2025-01-01,2025,Information Technology,System Administrator,0,0.1179245283018868,0,0.2
6040,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.4198473282442748,1,0.2
6041,2025-01-01,2025,Sales,Sales Representative,0,0.1179245283018868,0,0.2
6042,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
6043,2025-01-01,2025,Information Technology,QA Engineer,0,0.1610337972166998,0,0.2
6045,2025-01-01,2025,Sales,Sales Representative,1,0.22927879440258342,1,0.2
6046,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
6048,2025-01-01,2025,Finance,Accountant,0,0.06978233034571063,0,0.2
6052,2025-01-01,2025,Sales,Sales Supervisor,0,0.29411764705882354,1,0.2
6053,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
6061,2025-01-01,2025,Marketing,Content Specialist,0,0.07101167315175097,0,0.2
6062,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
6063,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
6064,2025-01-01,2025,Information Technology,QA Engineer,0,0.1179245283018868,0,0.2
6067,2025-01-01,2025,Sales,Account Manager,0,0.0681453768038482,0,0.2
6069,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.11397627643115008,0,0.2
6072,2025-01-01,2025,Marketing,Marketing Manager,1,0.42701525054466233,1,0.2
6073,2025-01-01,2025,Marketing,Content Specialist,0,0.21052631578947367,1,0.2
6074,2025-01-01,2025,Information Technology,QA Engineer,0,0.21639344262295082,1,0.2
6079,2025-01-01,2025,Sales,Sales Executive,1,0.40318302387267907,1,0.2
6083,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
6085,2025-01-01,2025,Finance,Finance Manager,0,0.12382739212007504,0,0.2
6086,2025-01-01,2025,Sales,Sales Supervisor,0,0.05102040816326531,0,0.2
6087,2025-01-01,2025,Finance,Internal Auditor,0,0.06978233034571063,0,0.2
6088,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
6089,2025-01-01,2025,Operations,Operations Executive,0,0.2242152466367713,1,0.2
6090,2025-01-01,2025,Human Resources,HR Manager,0,0.22927879440258342,1,0.2
6092,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06978233034571063,0,0.2
6093,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.15979381443298968,0,0.2
6095,2025-01-01,2025,Finance,Accountant,1,0.42701525054466233,1,0.2
6099,2025-01-01,2025,Sales,Account Manager,0,0.0681453768038482,0,0.2
6103,2025-01-01,2025,Information Technology,Data Analyst,0,0.5384615384615384,1,0.2
6108,2025-01-01,2025,Sales,Account Manager,0,0.0681453768038482,0,0.2
6110,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
6116,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
6118,2025-01-01,2025,Information Technology,Software Engineer,0,0.21639344262295082,1,0.2
6119,2025-01-01,2025,Information Technology,Data Analyst,0,0.07101167315175097,0,0.2
6121,2025-01-01,2025,Information Technology,Software Engineer,0,0.13513513513513514,0,0.2
6124,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06978233034571063,0,0.2
6126,2025-01-01,2025,Sales,Sales Supervisor,0,0.0681453768038482,0,0.2
6128,2025-01-01,2025,Finance,Accountant,0,0.11397627643115008,0,0.2
6131,2025-01-01,2025,Sales,Sales Executive,0,0.12827225130890052,0,0.2
6137,2025-01-01,2025,Human Resources,HR Manager,0,0.22927879440258342,1,0.2
6140,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1179245283018868,0,0.2
6145,2025-01-01,2025,Finance,Financial Analyst,0,0.36619718309859156,1,0.2
6148,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
6150,2025-01-01,2025,Information Technology,System Administrator,0,0.11397627643115008,0,0.2
6152,2025-01-01,2025,Information Technology,QA Engineer,1,0.21639344262295082,1,0.2
6153,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.11397627643115008,0,0.2
6155,2025-01-01,2025,Marketing,Marketing Manager,0,0.22927879440258342,1,0.2
6156,2025-01-01,2025,Human Resources,C&B Specialist,1,0.12382739212007504,0,0.2
6157,2025-01-01,2025,Human Resources,C&B Specialist,0,0.15187376725838264,0,0.2
6160,2025-01-01,2025,Information Technology,Data Analyst,1,0.1956521739130435,0,0.2
6163,2025-01-01,2025,Operations,Operations Manager,0,0.0681453768038482,0,0.2
6168,2025-01-01,2025,Operations,Procurement Specialist,0,0.0935672514619883,0,0.2
6176,2025-01-01,2025,Information Technology,IT Support,0,0.22927879440258342,1,0.2
6178,2025-01-01,2025,Sales,Sales Representative,0,0.05102040816326531,0,0.2
6179,2025-01-01,2025,Human Resources,HR Executive,0,0.15979381443298968,0,0.2
6182,2025-01-01,2025,Finance,Finance Manager,0,0.1610337972166998,0,0.2
6185,2025-01-01,2025,Marketing,Marketing Executive,0,0.0935672514619883,0,0.2
6187,2025-01-01,2025,Finance,Financial Analyst,0,0.32432432432432434,1,0.2
6188,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
6190,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07101167315175097,0,0.2
6193,2025-01-01,2025,Sales,Account Manager,0,0.06978233034571063,0,0.2
6197,2025-01-01,2025,Human Resources,HR Executive,0,0.1956521739130435,0,0.2
6198,2025-01-01,2025,Marketing,Content Specialist,1,0.32432432432432434,1,0.2
6200,2025-01-01,2025,Operations,Procurement Specialist,0,0.2242152466367713,1,0.2
6207,2025-01-01,2025,Sales,Account Manager,0,0.05102040816326531,0,0.2
6209,2025-01-01,2025,Operations,Operations Executive,0,0.22927879440258342,1,0.2
6213,2025-01-01,2025,Sales,Account Manager,0,0.15979381443298968,0,0.2
6216,2025-01-01,2025,Marketing,Content Specialist,0,0.13513513513513514,0,0.2
6217,2025-01-01,2025,Information Technology,QA Engineer,1,0.29411764705882354,1,0.2
6219,2025-01-01,2025,Finance,Accountant,0,0.05102040816326531,0,0.2
6221,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0935672514619883,0,0.2
6222,2025-01-01,2025,Human Resources,Recruiter,0,0.1986970684039088,0,0.2
6224,2025-01-01,2025,Operations,Operations Executive,0,0.13513513513513514,0,0.2
6231,2025-01-01,2025,Marketing,Marketing Executive,0,0.22927879440258342,1,0.2
6232,2025-01-01,2025,Finance,Internal Auditor,1,0.42701525054466233,1,0.2
6233,2025-01-01,2025,Human Resources,HR Executive,0,0.0681453768038482,0,0.2
6234,2025-01-01,2025,Sales,Account Manager,1,0.0935672514619883,0,0.2
6236,2025-01-01,2025,Information Technology,System Administrator,0,0.05102040816326531,0,0.2
6237,2025-01-01,2025,Sales,Sales Representative,0,0.2288135593220339,1,0.2
6239,2025-01-01,2025,Marketing,Marketing Executive,0,0.15979381443298968,0,0.2
6240,2025-01-01,2025,Finance,Internal Auditor,0,0.05102040816326531,0,0.2
6241,2025-01-01,2025,Information Technology,Software Engineer,0,0.29411764705882354,1,0.2
6242,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
6248,2025-01-01,2025,Information Technology,IT Support,0,0.0935672514619883,0,0.2
6249,2025-01-01,2025,Marketing,Marketing Manager,0,0.06978233034571063,0,0.2
6250,2025-01-01,2025,Human Resources,HR Executive,0,0.21639344262295082,1,0.2
6251,2025-01-01,2025,Finance,Accountant,0,0.16176470588235295,0,0.2
6253,2025-01-01,2025,Finance,Internal Auditor,0,0.11397627643115008,0,0.2
6255,2025-01-01,2025,Sales,Sales Executive,1,0.05102040816326531,0,0.2
6258,2025-01-01,2025,Information Technology,Data Analyst,1,0.1610337972166998,0,0.2
6259,2025-01-01,2025,Human Resources,HR Manager,0,0.42701525054466233,1,0.2
6260,2025-01-01,2025,Marketing,Marketing Executive,0,0.16176470588235295,0,0.2
6264,2025-01-01,2025,Sales,Sales Executive,0,0.05102040816326531,0,0.2
6266,2025-01-01,2025,Information Technology,Data Analyst,0,0.12827225130890052,0,0.2
6267,2025-01-01,2025,Operations,Operations Executive,0,0.11397627643115008,0,0.2
6268,2025-01-01,2025,Marketing,Content Specialist,1,0.03574033552151714,0,0.2
6271,2025-01-01,2025,Finance,Financial Analyst,0,0.05102040816326531,0,0.2
6272,2025-01-01,2025,Finance,Finance Manager,0,0.12827225130890052,0,0.2
6273,2025-01-01,2025,Human Resources,Recruiter,0,0.12827225130890052,0,0.2
6274,2025-01-01,2025,Finance,Finance Manager,0,0.0681453768038482,0,0.2
6276,2025-01-01,2025,Information Technology,System Administrator,0,0.0681453768038482,0,0.2
6279,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07101167315175097,0,0.2
6280,2025-01-01,2025,Finance,Internal Auditor,0,0.05102040816326531,0,0.2
6281,2025-01-01,2025,Finance,Internal Auditor,0,0.16176470588235295,0,0.2
6283,2025-01-01,2025,Information Technology,System Administrator,0,0.2777777777777778,1,0.2
6284,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05102040816326531,0,0.2
6294,2025-01-01,2025,Finance,Accountant,0,0.1179245283018868,0,0.2
6295,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.13513513513513514,0,0.2
6297,2025-01-01,2025,Human Resources,HR Manager,0,0.06978233034571063,0,0.2
6299,2025-01-01,2025,Operations,Operations Manager,0,0.06978233034571063,0,0.2
6305,2025-01-01,2025,Human Resources,Recruiter,1,0.32432432432432434,1,0.2
6307,2025-01-01,2025,Information Technology,System Administrator,0,0.05102040816326531,0,0.2
6308,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.5116959064327485,1,0.2
6312,2025-01-01,2025,Marketing,Marketing Executive,1,0.07101167315175097,0,0.2
6313,2025-01-01,2025,Sales,Sales Supervisor,0,0.13513513513513514,0,0.2
6314,2025-01-01,2025,Finance,Finance Manager,1,0.13513513513513514,0,0.2
6316,2025-01-01,2025,Sales,Account Manager,1,0.5116959064327485,1,0.2
6317,2025-01-01,2025,Finance,Finance Manager,0,0.0681453768038482,0,0.2
6322,2025-01-01,2025,Human Resources,HR Executive,0,0.22927879440258342,1,0.2
6323,2025-01-01,2025,Marketing,Marketing Manager,1,0.15187376725838264,0,0.2
6324,2025-01-01,2025,Information Technology,Software Engineer,0,0.1179245283018868,0,0.2
6329,2025-01-01,2025,Human Resources,HR Manager,0,0.05102040816326531,0,0.2
6331,2025-01-01,2025,Finance,Financial Analyst,0,0.22927879440258342,1,0.2
6332,2025-01-01,2025,Sales,Sales Supervisor,0,0.0681453768038482,0,0.2
6333,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
6340,2025-01-01,2025,Finance,Internal Auditor,0,0.05102040816326531,0,0.2
6342,2025-01-01,2025,Information Technology,IT Support,0,0.1956521739130435,0,0.2
6343,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.22927879440258342,1,0.2
6344,2025-01-01,2025,Human Resources,HR Manager,0,0.0681453768038482,0,0.2
6346,2025-01-01,2025,Finance,Accountant,1,0.11397627643115008,0,0.2
6347,2025-01-01,2025,Information Technology,IT Support,0,0.22927879440258342,1,0.2
6350,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
6351,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
6352,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
6355,2025-01-01,2025,Sales,Account Manager,0,0.22927879440258342,1,0.2
6361,2025-01-01,2025,Information Technology,Software Engineer,1,0.2163265306122449,1,0.2
6362,2025-01-01,2025,Sales,Sales Executive,1,0.3035143769968051,1,0.2
6366,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06978233034571063,0,0.2
6367,2025-01-01,2025,Marketing,Content Specialist,0,0.06978233034571063,0,0.2
6369,2025-01-01,2025,Finance,Internal Auditor,0,0.1610337972166998,0,0.2
6370,2025-01-01,2025,Finance,Internal Auditor,0,0.0681453768038482,0,0.2
6371,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.05102040816326531,0,0.2
6376,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.22927879440258342,1,0.2
6377,2025-01-01,2025,Operations,Procurement Specialist,0,0.15979381443298968,0,0.2
6378,2025-01-01,2025,Finance,Finance Manager,0,0.15187376725838264,0,0.2
6379,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.15187376725838264,0,0.2
6381,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05102040816326531,0,0.2
6382,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
6385,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0681453768038482,0,0.2
6386,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
6388,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
6389,2025-01-01,2025,Marketing,Marketing Executive,1,0.13513513513513514,0,0.2
6391,2025-01-01,2025,Operations,Operations Executive,0,0.1610337972166998,0,0.2
6396,2025-01-01,2025,Human Resources,HR Manager,0,0.07101167315175097,0,0.2
6398,2025-01-01,2025,Sales,Sales Supervisor,0,0.0681453768038482,0,0.2
6400,2025-01-01,2025,Operations,Operations Manager,0,0.12827225130890052,0,0.2
6401,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
6402,2025-01-01,2025,Information Technology,IT Support,1,0.21052631578947367,1,0.2
6405,2025-01-01,2025,Finance,Finance Manager,0,0.11397627643115008,0,0.2
6407,2025-01-01,2025,Human Resources,Recruiter,0,0.33969465648854963,1,0.2
6410,2025-01-01,2025,Sales,Account Manager,0,0.07101167315175097,0,0.2
6414,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
6420,2025-01-01,2025,Finance,Finance Manager,0,0.07101167315175097,0,0.2
6427,2025-01-01,2025,Operations,Operations Manager,0,0.0681453768038482,0,0.2
6430,2025-01-01,2025,Human Resources,Recruiter,0,0.15187376725838264,0,0.2
6431,2025-01-01,2025,Information Technology,System Administrator,1,0.5116959064327485,1,0.2
