MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec
5619,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10311046265968218,0
5620,2025-01-01,2025,Operations,Procurement Specialist,0,0.13132695954145465,0
5621,2025-01-01,2025,Operations,Operations Manager,0,0.196540408330684,1
5622,2025-01-01,2025,Human Resources,Recruiter,0,0.2418347138000821,1
5623,2025-01-01,2025,Information Technology,Data Analyst,0,0.15722571179795794,0
5624,2025-01-01,2025,Sales,Sales Representative,0,0.1922114074134524,1
5626,2025-01-01,2025,Finance,Finance Manager,1,0.13168992565282953,0
5627,2025-01-01,2025,Marketing,Marketing Executive,0,0.2090957065871991,1
5633,2025-01-01,2025,Operations,Procurement Specialist,1,0.1487626653866113,0
5640,2025-01-01,2025,Finance,Accountant,0,0.12779620026475128,0
5648,2025-01-01,2025,Operations,Operations Manager,0,0.11244804975531887,0
5649,2025-01-01,2025,Information Technology,System Administrator,0,0.12795892179926716,0
5650,2025-01-01,2025,Operations,Operations Manager,0,0.20677731729960286,1
5652,2025-01-01,2025,Human Resources,HR Executive,0,0.07943377649720564,0
5653,2025-01-01,2025,Information Technology,Software Engineer,0,0.1466770322262272,0
5654,2025-01-01,2025,Finance,Financial Analyst,1,0.340185558751278,1
5655,2025-01-01,2025,Marketing,Marketing Manager,0,0.27793822440551846,1
5661,2025-01-01,2025,Information Technology,Software Engineer,0,0.18137055480587727,1
5663,2025-01-01,2025,Operations,Operations Manager,0,0.18543394765817087,1
5664,2025-01-01,2025,Operations,Operations Manager,0,0.16430663285940786,1
5667,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.10671776516630838,0
5670,2025-01-01,2025,Human Resources,Recruiter,0,0.0971661630978924,0
5671,2025-01-01,2025,Human Resources,HR Executive,0,0.05068819510530029,0
5672,2025-01-01,2025,Information Technology,Software Engineer,0,0.10052271743911864,0
5674,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11266697596886946,0
5676,2025-01-01,2025,Finance,Finance Manager,0,0.08789430604645036,0
5678,2025-01-01,2025,Marketing,Marketing Manager,1,0.24845551399952553,1
5680,2025-01-01,2025,Marketing,Marketing Manager,0,0.06393713128205068,0
5681,2025-01-01,2025,Information Technology,IT Support,0,0.1601760319075565,1
5684,2025-01-01,2025,Information Technology,IT Support,0,0.07563415114609146,0
5687,2025-01-01,2025,Operations,Operations Executive,0,0.13976395422783486,0
5689,2025-01-01,2025,Sales,Sales Executive,0,0.14560646014192574,0
5690,2025-01-01,2025,Operations,Operations Executive,1,0.1967316076019289,1
5692,2025-01-01,2025,Sales,Sales Representative,0,0.1714893723950812,1
5696,2025-01-01,2025,Operations,Procurement Specialist,0,0.09590549500702238,0
5698,2025-01-01,2025,Marketing,Marketing Executive,0,0.1573001939898744,1
5702,2025-01-01,2025,Human Resources,HR Manager,0,0.10828051092149354,0
5703,2025-01-01,2025,Human Resources,HR Executive,0,0.10104603560498353,0
5704,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.09325676958056624,0
5706,2025-01-01,2025,Operations,Operations Manager,1,0.13850380930212583,0
5707,2025-01-01,2025,Marketing,Content Specialist,0,0.13168797273782867,0
5710,2025-01-01,2025,Information Technology,QA Engineer,0,0.17573528191834198,1
5714,2025-01-01,2025,Information Technology,QA Engineer,1,0.12507842615883216,0
5716,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1976792848256473,1
5717,2025-01-01,2025,Sales,Sales Representative,0,0.14964321669364378,0
5719,2025-01-01,2025,Human Resources,Recruiter,0,0.08226366407790053,0
5721,2025-01-01,2025,Information Technology,Software Engineer,0,0.19701257234838848,1
5727,2025-01-01,2025,Marketing,Marketing Executive,0,0.07536801092881616,0
5729,2025-01-01,2025,Human Resources,C&B Specialist,0,0.23455931861842322,1
5730,2025-01-01,2025,Marketing,Content Specialist,1,0.14019988380477885,0
5731,2025-01-01,2025,Sales,Sales Executive,0,0.08419713081589433,0
5732,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07866651928317084,0
5733,2025-01-01,2025,Information Technology,QA Engineer,1,0.1210992798149888,0
5736,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07056033240815575,0
5738,2025-01-01,2025,Sales,Sales Representative,0,0.114562027249944,0
5743,2025-01-01,2025,Operations,Procurement Specialist,0,0.08287621183318225,0
5746,2025-01-01,2025,Information Technology,System Administrator,0,0.18224001566454257,1
5748,2025-01-01,2025,Operations,Procurement Specialist,0,0.07304625379748701,0
5749,2025-01-01,2025,Sales,Account Manager,0,0.19945772198874553,1
5751,2025-01-01,2025,Marketing,Marketing Executive,0,0.1807110224584606,1
5753,2025-01-01,2025,Human Resources,HR Manager,1,0.11129603383883895,0
5755,2025-01-01,2025,Operations,Operations Executive,0,0.191352603186614,1
5759,2025-01-01,2025,Information Technology,Data Analyst,0,0.15014706830246427,0
5763,2025-01-01,2025,Information Technology,Software Engineer,1,0.21827099610432035,1
5764,2025-01-01,2025,Information Technology,Data Analyst,1,0.061104717569708394,0
5765,2025-01-01,2025,Sales,Sales Executive,0,0.049736136871221366,0
5766,2025-01-01,2025,Human Resources,HR Executive,0,0.07865391655164204,0
5767,2025-01-01,2025,Human Resources,HR Executive,0,0.09982356957282708,0
5768,2025-01-01,2025,Information Technology,System Administrator,0,0.113006691867409,0
5770,2025-01-01,2025,Operations,Operations Executive,0,0.15580428261616422,0
5771,2025-01-01,2025,Sales,Account Manager,0,0.09697710343777825,0
5772,2025-01-01,2025,Sales,Sales Supervisor,0,0.07714631794409967,0
5774,2025-01-01,2025,Sales,Account Manager,0,0.1789321097302223,1
5775,2025-01-01,2025,Information Technology,Software Engineer,0,0.2576653302599546,1
5779,2025-01-01,2025,Finance,Financial Analyst,0,0.050282518672015365,0
5784,2025-01-01,2025,Marketing,Marketing Executive,0,0.08625279548077416,0
5786,2025-01-01,2025,Finance,Internal Auditor,0,0.1282358825908541,0
5787,2025-01-01,2025,Sales,Sales Supervisor,0,0.05706974069179592,0
5788,2025-01-01,2025,Information Technology,QA Engineer,0,0.07736294810240556,0
5789,2025-01-01,2025,Operations,Procurement Specialist,0,0.26157168965359984,1
5790,2025-01-01,2025,Sales,Sales Executive,0,0.24946449326738554,1
5791,2025-01-01,2025,Sales,Sales Supervisor,1,0.10170068836661507,0
5792,2025-01-01,2025,Information Technology,IT Support,0,0.08452202184439611,0
5794,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1168372338867017,0
5795,2025-01-01,2025,Finance,Accountant,0,0.10256476914576396,0
5797,2025-01-01,2025,Finance,Accountant,0,0.04770533990811268,0
5798,2025-01-01,2025,Marketing,Marketing Manager,0,0.10407946534828388,0
5801,2025-01-01,2025,Sales,Sales Representative,0,0.05860670025118762,0
5804,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.14093479666066672,0
5806,2025-01-01,2025,Finance,Finance Manager,0,0.1065828821726657,0
5807,2025-01-01,2025,Finance,Accountant,0,0.06689722096428376,0
5809,2025-01-01,2025,Finance,Accountant,0,0.07178347994391719,0
5810,2025-01-01,2025,Information Technology,Data Analyst,1,0.2009775671406841,1
5811,2025-01-01,2025,Sales,Sales Supervisor,0,0.19557154641414012,1
5813,2025-01-01,2025,Marketing,Marketing Executive,0,0.04552323573478378,0
5814,2025-01-01,2025,Sales,Sales Representative,0,0.03560656819553129,0
5815,2025-01-01,2025,Marketing,Marketing Executive,1,0.11205720770810614,0
5817,2025-01-01,2025,Marketing,Marketing Executive,0,0.18449394647001238,1
5820,2025-01-01,2025,Finance,Finance Manager,0,0.06671155759166927,0
5823,2025-01-01,2025,Sales,Sales Executive,0,0.1267592781094108,0
5827,2025-01-01,2025,Marketing,Marketing Executive,0,0.07171710095586294,0
5829,2025-01-01,2025,Operations,Operations Manager,0,0.08443964316405528,0
5831,2025-01-01,2025,Finance,Internal Auditor,0,0.14742606837034009,0
5835,2025-01-01,2025,Finance,Internal Auditor,0,0.06814340951444531,0
5836,2025-01-01,2025,Operations,Operations Manager,1,0.09682873976801447,0
5839,2025-01-01,2025,Operations,Operations Manager,0,0.1929547946814806,1
5840,2025-01-01,2025,Marketing,Marketing Manager,0,0.12644330138005164,0
5842,2025-01-01,2025,Human Resources,HR Manager,0,0.09424246554459248,0
5844,2025-01-01,2025,Finance,Accountant,1,0.2767393559410527,1
5845,2025-01-01,2025,Sales,Account Manager,1,0.23872975179108719,1
5849,2025-01-01,2025,Sales,Sales Executive,0,0.1864838958491521,1
5851,2025-01-01,2025,Finance,Finance Manager,0,0.29479732496664957,1
5853,2025-01-01,2025,Sales,Sales Representative,1,0.11817560005988414,0
5855,2025-01-01,2025,Sales,Account Manager,0,0.06355772023127818,0
5856,2025-01-01,2025,Operations,Operations Manager,0,0.10643023794826381,0
5857,2025-01-01,2025,Operations,Operations Manager,0,0.1272713297108211,0
5858,2025-01-01,2025,Human Resources,HR Manager,0,0.1804193466541451,1
5860,2025-01-01,2025,Human Resources,HR Manager,0,0.11489302448771262,0
5861,2025-01-01,2025,Operations,Procurement Specialist,1,0.09122909669919098,0
5862,2025-01-01,2025,Sales,Sales Executive,0,0.1586763145405561,1
5863,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10236176440709226,0
5864,2025-01-01,2025,Sales,Account Manager,0,0.11995194479311955,0
5865,2025-01-01,2025,Human Resources,HR Manager,0,0.11503291497681958,0
5866,2025-01-01,2025,Human Resources,Recruiter,0,0.11135477824320958,0
5867,2025-01-01,2025,Operations,Procurement Specialist,0,0.27489442431650424,1
5873,2025-01-01,2025,Information Technology,System Administrator,0,0.08872956078819139,0
5875,2025-01-01,2025,Operations,Operations Manager,1,0.1596627238161445,1
5876,2025-01-01,2025,Finance,Financial Analyst,0,0.11960794891970247,0
5880,2025-01-01,2025,Sales,Sales Executive,0,0.028607231207632252,0
5882,2025-01-01,2025,Operations,Operations Executive,1,0.47257924504606047,1
5883,2025-01-01,2025,Operations,Operations Manager,0,0.09387811490520265,0
5885,2025-01-01,2025,Marketing,Marketing Executive,0,0.09022910340555992,0
5886,2025-01-01,2025,Human Resources,HR Manager,1,0.1212153108008971,0
5891,2025-01-01,2025,Operations,Operations Executive,0,0.0736427113815164,0
5893,2025-01-01,2025,Sales,Account Manager,0,0.07537723371626705,0
5894,2025-01-01,2025,Information Technology,QA Engineer,0,0.12431774066415978,0
5895,2025-01-01,2025,Human Resources,Recruiter,1,0.16806997704610288,1
5896,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.20236481687692817,1
5898,2025-01-01,2025,Finance,Accountant,0,0.11014949512887655,0
5901,2025-01-01,2025,Finance,Accountant,0,0.13834833452114237,0
5902,2025-01-01,2025,Marketing,Marketing Executive,0,0.06341792677498312,0
5903,2025-01-01,2025,Operations,Procurement Specialist,0,0.27927979188834334,1
5906,2025-01-01,2025,Finance,Finance Manager,0,0.07431572443759601,0
5907,2025-01-01,2025,Finance,Accountant,0,0.20954286167447964,1
5912,2025-01-01,2025,Human Resources,Recruiter,0,0.1087033128968722,0
5913,2025-01-01,2025,Marketing,Marketing Executive,0,0.22814690331734477,1
5915,2025-01-01,2025,Sales,Sales Executive,1,0.28753519092216967,1
5918,2025-01-01,2025,Finance,Accountant,0,0.24629754801136436,1
5922,2025-01-01,2025,Information Technology,Software Engineer,0,0.14404971937598005,0
5923,2025-01-01,2025,Finance,Accountant,1,0.19085034695156974,1
5925,2025-01-01,2025,Information Technology,IT Support,0,0.15430618049734549,0
5926,2025-01-01,2025,Marketing,Marketing Executive,0,0.044008083189603635,0
5928,2025-01-01,2025,Information Technology,IT Support,0,0.14569774083097428,0
5930,2025-01-01,2025,Finance,Accountant,0,0.046776724653919084,0
5931,2025-01-01,2025,Human Resources,HR Executive,0,0.1560129378730004,0
5932,2025-01-01,2025,Sales,Account Manager,0,0.07849686898631378,0
5935,2025-01-01,2025,Sales,Sales Supervisor,0,0.13902810297682353,0
5938,2025-01-01,2025,Human Resources,C&B Specialist,0,0.22803886064651974,1
5941,2025-01-01,2025,Finance,Internal Auditor,1,0.18238310990191456,1
5943,2025-01-01,2025,Human Resources,HR Executive,0,0.11731132246556786,0
5946,2025-01-01,2025,Finance,Accountant,0,0.26042970066691484,1
5949,2025-01-01,2025,Finance,Financial Analyst,0,0.214778570322506,1
5954,2025-01-01,2025,Human Resources,HR Manager,0,0.12582768895451596,0
5958,2025-01-01,2025,Human Resources,Recruiter,0,0.15809329443547834,1
5960,2025-01-01,2025,Marketing,Marketing Executive,0,0.139176061956884,0
5965,2025-01-01,2025,Sales,Sales Representative,0,0.04607451023655978,0
5968,2025-01-01,2025,Human Resources,HR Executive,1,0.40864569554578783,1
5971,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1401037739350095,0
5976,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.1271367984491607,0
5977,2025-01-01,2025,Human Resources,Recruiter,1,0.3122879157196754,1
5978,2025-01-01,2025,Marketing,Marketing Executive,0,0.13948529650817365,0
5980,2025-01-01,2025,Finance,Internal Auditor,0,0.13349869042833323,0
5981,2025-01-01,2025,Marketing,Marketing Executive,0,0.07688538848265036,0
5982,2025-01-01,2025,Sales,Sales Executive,0,0.09160424317692357,0
5983,2025-01-01,2025,Marketing,Marketing Manager,0,0.1376575396555165,0
5984,2025-01-01,2025,Sales,Account Manager,0,0.07774347981024018,0
5987,2025-01-01,2025,Finance,Accountant,0,0.05590275201995196,0
5990,2025-01-01,2025,Sales,Sales Representative,1,0.10840609366825699,0
5992,2025-01-01,2025,Information Technology,Data Analyst,0,0.08864701269118218,0
5993,2025-01-01,2025,Marketing,Marketing Executive,0,0.16606541091434776,1
5994,2025-01-01,2025,Human Resources,Recruiter,0,0.0965220089301673,0
5996,2025-01-01,2025,Operations,Operations Executive,0,0.1509041162216314,0
5997,2025-01-01,2025,Sales,Account Manager,0,0.1349824810094018,0
6001,2025-01-01,2025,Sales,Sales Executive,0,0.34838399275798443,1
6002,2025-01-01,2025,Information Technology,QA Engineer,0,0.1559489459564604,0
6005,2025-01-01,2025,Information Technology,System Administrator,0,0.2595695717350088,1
6010,2025-01-01,2025,Sales,Sales Executive,1,0.1637360094163322,1
6015,2025-01-01,2025,Sales,Sales Supervisor,0,0.12102077331471231,0
6016,2025-01-01,2025,Marketing,Marketing Manager,0,0.09807564343003287,0
6017,2025-01-01,2025,Human Resources,Recruiter,0,0.29535845738899186,1
6019,2025-01-01,2025,Sales,Account Manager,0,0.15050545799371498,0
6020,2025-01-01,2025,Sales,Sales Executive,0,0.1079379831508181,0
6021,2025-01-01,2025,Finance,Finance Manager,0,0.07673308438831025,0
6022,2025-01-01,2025,Information Technology,Data Analyst,0,0.14478444179905883,0
6023,2025-01-01,2025,Human Resources,Recruiter,1,0.1757348355135117,1
6024,2025-01-01,2025,Sales,Sales Representative,0,0.06062738175914254,0
6026,2025-01-01,2025,Operations,Operations Manager,1,0.08500758269485585,0
6027,2025-01-01,2025,Human Resources,Recruiter,0,0.09049361283852732,0
6029,2025-01-01,2025,Human Resources,Recruiter,1,0.21527258662406978,1
6030,2025-01-01,2025,Information Technology,Software Engineer,0,0.07117359241648884,0
6035,2025-01-01,2025,Finance,Internal Auditor,0,0.28621133457164355,1
6038,2025-01-01,2025,Information Technology,System Administrator,0,0.09679190360939217,0
6040,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.30737115920158325,1
6041,2025-01-01,2025,Sales,Sales Representative,0,0.06250156301441566,0
6042,2025-01-01,2025,Marketing,Content Specialist,0,0.038588932021574006,0
6043,2025-01-01,2025,Information Technology,QA Engineer,0,0.1605040336606623,1
6045,2025-01-01,2025,Sales,Sales Representative,1,0.17556993780541122,1
6046,2025-01-01,2025,Information Technology,Software Engineer,0,0.0843537955889845,0
6048,2025-01-01,2025,Finance,Accountant,0,0.1261528622258088,0
6052,2025-01-01,2025,Sales,Sales Supervisor,0,0.23175838905287374,1
6053,2025-01-01,2025,Operations,Procurement Specialist,0,0.08320186183372588,0
6061,2025-01-01,2025,Marketing,Content Specialist,0,0.11134288728873085,0
6062,2025-01-01,2025,Operations,Operations Executive,0,0.11193710419167012,0
6063,2025-01-01,2025,Operations,Operations Executive,0,0.11574776301776399,0
6064,2025-01-01,2025,Information Technology,QA Engineer,0,0.1529264391559194,0
6067,2025-01-01,2025,Sales,Account Manager,0,0.08951633196722078,0
6069,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.13308716912344543,0
6072,2025-01-01,2025,Marketing,Marketing Manager,1,0.22666195172008902,1
6073,2025-01-01,2025,Marketing,Content Specialist,0,0.23344647288115422,1
6074,2025-01-01,2025,Information Technology,QA Engineer,0,0.15933617426538102,1
6079,2025-01-01,2025,Sales,Sales Executive,1,0.23636350807314443,1
6083,2025-01-01,2025,Marketing,Marketing Executive,0,0.09414765300637147,0
6085,2025-01-01,2025,Finance,Finance Manager,0,0.05608197795595223,0
6086,2025-01-01,2025,Sales,Sales Supervisor,0,0.07184606628392018,0
6087,2025-01-01,2025,Finance,Internal Auditor,0,0.09153718468070086,0
6088,2025-01-01,2025,Marketing,Marketing Manager,0,0.0468013618045478,0
6089,2025-01-01,2025,Operations,Operations Executive,0,0.12163808109843888,0
6090,2025-01-01,2025,Human Resources,HR Manager,0,0.296667762324315,1
6092,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07372304317118392,0
6093,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.160844297421313,1
6095,2025-01-01,2025,Finance,Accountant,1,0.2939522915289753,1
6099,2025-01-01,2025,Sales,Account Manager,0,0.07706960135509494,0
6103,2025-01-01,2025,Information Technology,Data Analyst,0,0.22025890798897374,1
6108,2025-01-01,2025,Sales,Account Manager,0,0.1095605546049586,0
6110,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.08589976449250036,0
6116,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.09757748292225336,0
6118,2025-01-01,2025,Information Technology,Software Engineer,0,0.15889915387834852,1
6119,2025-01-01,2025,Information Technology,Data Analyst,0,0.0663206771065604,0
6121,2025-01-01,2025,Information Technology,Software Engineer,0,0.13864818789587974,0
6124,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11151550385376491,0
6126,2025-01-01,2025,Sales,Sales Supervisor,0,0.04933104378701744,0
6128,2025-01-01,2025,Finance,Accountant,0,0.10089980629648425,0
6131,2025-01-01,2025,Sales,Sales Executive,0,0.12493726262021239,0
6137,2025-01-01,2025,Human Resources,HR Manager,0,0.22416327719147747,1
6140,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.18833700743864584,1
6145,2025-01-01,2025,Finance,Financial Analyst,0,0.20280686419679983,1
6148,2025-01-01,2025,Marketing,Marketing Manager,0,0.037506130458799594,0
6150,2025-01-01,2025,Information Technology,System Administrator,0,0.1126130907858938,0
6152,2025-01-01,2025,Information Technology,QA Engineer,1,0.2266465541028241,1
6153,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.02984204295380072,0
6155,2025-01-01,2025,Marketing,Marketing Manager,0,0.15282652887013545,0
6156,2025-01-01,2025,Human Resources,C&B Specialist,1,0.1387352134705197,0
6157,2025-01-01,2025,Human Resources,C&B Specialist,0,0.13003895438643914,0
6160,2025-01-01,2025,Information Technology,Data Analyst,1,0.17259430616425034,1
6163,2025-01-01,2025,Operations,Operations Manager,0,0.07903641089251696,0
6168,2025-01-01,2025,Operations,Procurement Specialist,0,0.14500236392683713,0
6176,2025-01-01,2025,Information Technology,IT Support,0,0.22369401493460075,1
6178,2025-01-01,2025,Sales,Sales Representative,0,0.0991341232120432,0
6179,2025-01-01,2025,Human Resources,HR Executive,0,0.12874029126032094,0
6182,2025-01-01,2025,Finance,Finance Manager,0,0.1564412952189184,0
6185,2025-01-01,2025,Marketing,Marketing Executive,0,0.10219005472425272,0
6187,2025-01-01,2025,Finance,Financial Analyst,0,0.210533750421303,1
6188,2025-01-01,2025,Human Resources,C&B Specialist,0,0.09057599443518402,0
6190,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06838223737963742,0
6193,2025-01-01,2025,Sales,Account Manager,0,0.10054314992588437,0
6197,2025-01-01,2025,Human Resources,HR Executive,0,0.18444384432235805,1
6198,2025-01-01,2025,Marketing,Content Specialist,1,0.1714647417825174,1
6200,2025-01-01,2025,Operations,Procurement Specialist,0,0.14638278137736194,0
6207,2025-01-01,2025,Sales,Account Manager,0,0.10217764527460559,0
6209,2025-01-01,2025,Operations,Operations Executive,0,0.2791467848174162,1
6213,2025-01-01,2025,Sales,Account Manager,0,0.12859615611320774,0
6216,2025-01-01,2025,Marketing,Content Specialist,0,0.08484970572449586,0
6217,2025-01-01,2025,Information Technology,QA Engineer,1,0.24328154173596803,1
6219,2025-01-01,2025,Finance,Accountant,0,0.04708525404390771,0
6221,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.16954180941364141,1
6222,2025-01-01,2025,Human Resources,Recruiter,0,0.13587687331064352,0
6224,2025-01-01,2025,Operations,Operations Executive,0,0.17681491473091565,1
6231,2025-01-01,2025,Marketing,Marketing Executive,0,0.1449380877994257,0
6232,2025-01-01,2025,Finance,Internal Auditor,1,0.3864935441809555,1
6233,2025-01-01,2025,Human Resources,HR Executive,0,0.05583746982323155,0
6234,2025-01-01,2025,Sales,Account Manager,1,0.23643609330249815,1
6236,2025-01-01,2025,Information Technology,System Administrator,0,0.08019901056562014,0
6237,2025-01-01,2025,Sales,Sales Representative,0,0.13088709970492812,0
6239,2025-01-01,2025,Marketing,Marketing Executive,0,0.18050730087044645,1
6240,2025-01-01,2025,Finance,Internal Auditor,0,0.0818491510800699,0
6241,2025-01-01,2025,Information Technology,Software Engineer,0,0.2501872784881678,1
6242,2025-01-01,2025,Operations,Procurement Specialist,0,0.08383911437499801,0
6248,2025-01-01,2025,Information Technology,IT Support,0,0.09081809148035826,0
6249,2025-01-01,2025,Marketing,Marketing Manager,0,0.07773362229376986,0
6250,2025-01-01,2025,Human Resources,HR Executive,0,0.09715815913802071,0
6251,2025-01-01,2025,Finance,Accountant,0,0.09733400331466281,0
6253,2025-01-01,2025,Finance,Internal Auditor,0,0.10845118109104868,0
6255,2025-01-01,2025,Sales,Sales Executive,1,0.13389909968316138,0
6258,2025-01-01,2025,Information Technology,Data Analyst,1,0.14890778814849093,0
6259,2025-01-01,2025,Human Resources,HR Manager,0,0.14856101075593756,0
6260,2025-01-01,2025,Marketing,Marketing Executive,0,0.08014087870461013,0
6264,2025-01-01,2025,Sales,Sales Executive,0,0.07603475892558363,0
6266,2025-01-01,2025,Information Technology,Data Analyst,0,0.1060886282372807,0
6267,2025-01-01,2025,Operations,Operations Executive,0,0.10867613909115739,0
6268,2025-01-01,2025,Marketing,Content Specialist,1,0.026756365589840774,0
6271,2025-01-01,2025,Finance,Financial Analyst,0,0.10480122493540797,0
6272,2025-01-01,2025,Finance,Finance Manager,0,0.14213817175098997,0
6273,2025-01-01,2025,Human Resources,Recruiter,0,0.1208564143581916,0
6274,2025-01-01,2025,Finance,Finance Manager,0,0.10009683824393628,0
6276,2025-01-01,2025,Information Technology,System Administrator,0,0.07228927474478283,0
6279,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11436801939106502,0
6280,2025-01-01,2025,Finance,Internal Auditor,0,0.04829168965157859,0
6281,2025-01-01,2025,Finance,Internal Auditor,0,0.05970255012971946,0
6283,2025-01-01,2025,Information Technology,System Administrator,0,0.21674220627907187,1
6284,2025-01-01,2025,Human Resources,C&B Specialist,0,0.027098448827401887,0
6294,2025-01-01,2025,Finance,Accountant,0,0.12465745066355274,0
6295,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.09762700450506216,0
6297,2025-01-01,2025,Human Resources,HR Manager,0,0.06342240217413664,0
6299,2025-01-01,2025,Operations,Operations Manager,0,0.0745487730368521,0
6305,2025-01-01,2025,Human Resources,Recruiter,1,0.3023338337445555,1
6307,2025-01-01,2025,Information Technology,System Administrator,0,0.08650398428208678,0
6308,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.37358096198653024,1
6312,2025-01-01,2025,Marketing,Marketing Executive,1,0.1488352993879849,0
6313,2025-01-01,2025,Sales,Sales Supervisor,0,0.11515645496925654,0
6314,2025-01-01,2025,Finance,Finance Manager,1,0.14790837280973343,0
6316,2025-01-01,2025,Sales,Account Manager,1,0.2483626729073283,1
6317,2025-01-01,2025,Finance,Finance Manager,0,0.10719896075429855,0
6322,2025-01-01,2025,Human Resources,HR Executive,0,0.271304078048111,1
6323,2025-01-01,2025,Marketing,Marketing Manager,1,0.14966595974601157,0
6324,2025-01-01,2025,Information Technology,Software Engineer,0,0.14799342939746174,0
6329,2025-01-01,2025,Human Resources,HR Manager,0,0.08891970383498311,0
6331,2025-01-01,2025,Finance,Financial Analyst,0,0.1453364977220374,0
6332,2025-01-01,2025,Sales,Sales Supervisor,0,0.12803476120785096,0
6333,2025-01-01,2025,Sales,Sales Executive,0,0.1064395520431849,0
6340,2025-01-01,2025,Finance,Internal Auditor,0,0.09484801928615637,0
6342,2025-01-01,2025,Information Technology,IT Support,0,0.197144339725035,1
6343,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.19781699008137782,1
6344,2025-01-01,2025,Human Resources,HR Manager,0,0.09186361289765452,0
6346,2025-01-01,2025,Finance,Accountant,1,0.09218921386155998,0
6347,2025-01-01,2025,Information Technology,IT Support,0,0.17923346829905484,1
6350,2025-01-01,2025,Operations,Operations Executive,0,0.07883971359357857,0
6351,2025-01-01,2025,Information Technology,Software Engineer,0,0.09815930593388073,0
6352,2025-01-01,2025,Information Technology,Software Engineer,0,0.09825297410374044,0
6355,2025-01-01,2025,Sales,Account Manager,0,0.21151635819050887,1
6361,2025-01-01,2025,Information Technology,Software Engineer,1,0.21621594001462485,1
6362,2025-01-01,2025,Sales,Sales Executive,1,0.1570997881006164,0
6366,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.10344725886663454,0
6367,2025-01-01,2025,Marketing,Content Specialist,0,0.11027491262431316,0
6369,2025-01-01,2025,Finance,Internal Auditor,0,0.15376599569886445,0
6370,2025-01-01,2025,Finance,Internal Auditor,0,0.10354935349081906,0
6371,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.13526087098769182,0
6376,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.2556062570869611,1
6377,2025-01-01,2025,Operations,Procurement Specialist,0,0.20725867986981755,1
6378,2025-01-01,2025,Finance,Finance Manager,0,0.182304383789006,1
6379,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.2100253559032909,1
6381,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0821992058279408,0
6382,2025-01-01,2025,Marketing,Marketing Manager,0,0.10265501260285993,0
6385,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.08259275048574055,0
6386,2025-01-01,2025,Operations,Procurement Specialist,0,0.10118355333731459,0
6388,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07166221708447074,0
6389,2025-01-01,2025,Marketing,Marketing Executive,1,0.05745168230374722,0
6391,2025-01-01,2025,Operations,Operations Executive,0,0.13959776357193776,0
6396,2025-01-01,2025,Human Resources,HR Manager,0,0.0865677707055396,0
6398,2025-01-01,2025,Sales,Sales Supervisor,0,0.09918631804315535,0
6400,2025-01-01,2025,Operations,Operations Manager,0,0.1320003985374851,0
6401,2025-01-01,2025,Operations,Operations Executive,0,0.15134830695858198,0
6402,2025-01-01,2025,Information Technology,IT Support,1,0.1750481262637873,1
6405,2025-01-01,2025,Finance,Finance Manager,0,0.1250021266377107,0
6407,2025-01-01,2025,Human Resources,Recruiter,0,0.1362752043657668,0
6410,2025-01-01,2025,Sales,Account Manager,0,0.08401804433567532,0
