MaNV,NgayThang,PhongBan,ChucDanh,ThucTeNghiViec,DuBaoNghiViec,XacSuatNghiViec,XacSuatNghiViecPct,MucRuiRo,Cluster,TenCum
4309,2025-01-01,Finance,Finance Manager,0,0,0.05741659834063421,5.74,Thap,2,It tham nien - Khoi luong cong viec thap
4310,2025-01-01,Human Resources,HR Manager,0,1,0.21352230508654793,21.35,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4311,2025-01-01,Human Resources,HR Manager,0,0,0.018155748673609286,1.82,Thap,3,Cap bac cao - thu nhap cao
4313,2025-01-01,Human Resources,HR Manager,0,1,0.21190768036353583,21.19,Trung binh,3,Cap bac cao - thu nhap cao
4315,2025-01-01,Marketing,Marketing Manager,0,1,0.2361135813727345,23.61,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4319,2025-01-01,Marketing,Marketing Manager,0,0,0.11455068206344712,11.46,Thap,2,It tham nien - Khoi luong cong viec thap
4320,2025-01-01,Information Technology,QA Engineer,0,0,0.13176825300053452,13.18,Thap,2,It tham nien - Khoi luong cong viec thap
4321,2025-01-01,Sales,Sales Representative,0,0,0.12729435312589057,12.73,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4323,2025-01-01,Marketing,Content Specialist,0,0,0.1508965711938632,15.09,Thap,2,It tham nien - Khoi luong cong viec thap
4325,2025-01-01,Finance,Finance Manager,0,0,0.13178820780929487,13.18,Thap,2,It tham nien - Khoi luong cong viec thap
4329,2025-01-01,Information Technology,System Administrator,0,1,0.1804052430036576,18.04,Trung binh,3,Cap bac cao - thu nhap cao
4330,2025-01-01,Human Resources,HR Manager,0,0,0.11419916251934985,11.42,Thap,2,It tham nien - Khoi luong cong viec thap
4335,2025-01-01,Sales,Sales Supervisor,1,1,0.20397234872999673,20.4,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4339,2025-01-01,Human Resources,Recruiter,1,1,0.21493015560463832,21.49,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4341,2025-01-01,Sales,Sales Supervisor,0,0,0.01703268973121464,1.7,Thap,3,Cap bac cao - thu nhap cao
4342,2025-01-01,Operations,Operations Executive,0,1,0.1942286487128706,19.42,Trung binh,2,It tham nien - Khoi luong cong viec thap
4344,2025-01-01,Operations,Procurement Specialist,0,1,0.25112592897388597,25.11,Trung binh,3,Cap bac cao - thu nhap cao
4345,2025-01-01,Human Resources,HR Executive,1,1,0.23010763551611288,23.01,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4346,2025-01-01,Sales,Account Manager,0,0,0.12916220305127646,12.92,Thap,2,It tham nien - Khoi luong cong viec thap
4354,2025-01-01,Finance,Accountant,0,1,0.16401593615239576,16.4,Trung binh,0,Lau nam - thang tien cham
4355,2025-01-01,Human Resources,Recruiter,0,0,0.0922166553140516,9.22,Thap,3,Cap bac cao - thu nhap cao
4358,2025-01-01,Marketing,Content Specialist,0,0,0.12940102502596623,12.94,Thap,2,It tham nien - Khoi luong cong viec thap
4360,2025-01-01,Finance,Accountant,0,1,0.21122660645271646,21.12,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4368,2025-01-01,Marketing,Content Specialist,0,0,0.05683214111995002,5.68,Thap,2,It tham nien - Khoi luong cong viec thap
4369,2025-01-01,Marketing,Marketing Executive,0,0,0.12471950033836676,12.47,Thap,3,Cap bac cao - thu nhap cao
4372,2025-01-01,Operations,Operations Manager,0,0,0.15726113311106782,15.73,Thap,3,Cap bac cao - thu nhap cao
4373,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.14226342935339126,14.23,Thap,2,It tham nien - Khoi luong cong viec thap
4375,2025-01-01,Marketing,Marketing Executive,0,0,0.11038261562127126,11.04,Thap,3,Cap bac cao - thu nhap cao
4381,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.05389159625965825,5.39,Thap,2,It tham nien - Khoi luong cong viec thap
4382,2025-01-01,Marketing,Digital Marketing Specialist,0,1,0.1683554632274012,16.84,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4384,2025-01-01,Human Resources,HR Executive,0,0,0.07534819392748815,7.53,Thap,2,It tham nien - Khoi luong cong viec thap
4389,2025-01-01,Finance,Finance Manager,0,1,0.16573739497062354,16.57,Trung binh,3,Cap bac cao - thu nhap cao
4391,2025-01-01,Marketing,Digital Marketing Specialist,0,1,0.16043935612465507,16.04,Trung binh,0,Lau nam - thang tien cham
4393,2025-01-01,Finance,Accountant,0,0,0.11149241730345678,11.15,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4396,2025-01-01,Sales,Sales Supervisor,0,0,0.04060500480743071,4.06,Thap,2,It tham nien - Khoi luong cong viec thap
4398,2025-01-01,Human Resources,HR Executive,0,0,0.08822420770718517,8.82,Thap,2,It tham nien - Khoi luong cong viec thap
4403,2025-01-01,Marketing,Marketing Executive,0,0,0.14554832800489448,14.55,Thap,3,Cap bac cao - thu nhap cao
4404,2025-01-01,Marketing,Marketing Manager,0,0,0.0172332922343529,1.72,Thap,2,It tham nien - Khoi luong cong viec thap
4406,2025-01-01,Finance,Finance Manager,0,0,0.03837203689219418,3.84,Thap,2,It tham nien - Khoi luong cong viec thap
4410,2025-01-01,Sales,Sales Supervisor,1,1,0.21417906465775424,21.42,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4411,2025-01-01,Marketing,Marketing Executive,0,1,0.2315340061000989,23.15,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4412,2025-01-01,Finance,Internal Auditor,0,0,0.13078943429037862,13.08,Thap,3,Cap bac cao - thu nhap cao
4417,2025-01-01,Marketing,Marketing Executive,0,0,0.036272186132031585,3.63,Thap,2,It tham nien - Khoi luong cong viec thap
4419,2025-01-01,Human Resources,Recruiter,0,0,0.04807065341335608,4.81,Thap,2,It tham nien - Khoi luong cong viec thap
4421,2025-01-01,Human Resources,HR Executive,0,0,0.0580924003703196,5.81,Thap,2,It tham nien - Khoi luong cong viec thap
4422,2025-01-01,Finance,Financial Analyst,0,0,0.11771047237322939,11.77,Thap,2,It tham nien - Khoi luong cong viec thap
4423,2025-01-01,Information Technology,Data Analyst,0,0,0.09471333299076985,9.47,Thap,2,It tham nien - Khoi luong cong viec thap
4424,2025-01-01,Human Resources,C&B Specialist,0,1,0.18787102509323178,18.79,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4426,2025-01-01,Operations,Operations Executive,1,0,0.1072711708468144,10.73,Thap,0,Lau nam - thang tien cham
4427,2025-01-01,Sales,Account Manager,0,0,0.0352958750708507,3.53,Thap,2,It tham nien - Khoi luong cong viec thap
4428,2025-01-01,Information Technology,Data Analyst,0,0,0.13885425469164459,13.89,Thap,3,Cap bac cao - thu nhap cao
4429,2025-01-01,Finance,Finance Manager,0,0,0.07641403342207016,7.64,Thap,0,Lau nam - thang tien cham
4431,2025-01-01,Information Technology,Software Engineer,0,0,0.0818138049987358,8.18,Thap,3,Cap bac cao - thu nhap cao
4432,2025-01-01,Human Resources,Recruiter,0,1,0.16486864949163904,16.49,Trung binh,3,Cap bac cao - thu nhap cao
4433,2025-01-01,Information Technology,Data Analyst,0,0,0.060678567910153025,6.07,Thap,2,It tham nien - Khoi luong cong viec thap
4434,2025-01-01,Finance,Finance Manager,0,0,0.09695104266651958,9.7,Thap,2,It tham nien - Khoi luong cong viec thap
4435,2025-01-01,Finance,Financial Analyst,0,0,0.09781832376260023,9.78,Thap,2,It tham nien - Khoi luong cong viec thap
4436,2025-01-01,Marketing,Marketing Executive,0,0,0.10767509686756971,10.77,Thap,2,It tham nien - Khoi luong cong viec thap
4437,2025-01-01,Information Technology,Data Analyst,0,1,0.19520823285068678,19.52,Trung binh,2,It tham nien - Khoi luong cong viec thap
4438,2025-01-01,Sales,Account Manager,0,0,0.15294054325981848,15.29,Thap,2,It tham nien - Khoi luong cong viec thap
4440,2025-01-01,Sales,Sales Executive,0,0,0.07317380620399114,7.32,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4442,2025-01-01,Marketing,Content Specialist,0,0,0.09873867807141741,9.87,Thap,3,Cap bac cao - thu nhap cao
4443,2025-01-01,Marketing,Marketing Executive,0,1,0.1985913568181855,19.86,Trung binh,0,Lau nam - thang tien cham
4446,2025-01-01,Operations,Operations Manager,0,1,0.1857177370404588,18.57,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4448,2025-01-01,Information Technology,System Administrator,0,0,0.12774275203412008,12.77,Thap,3,Cap bac cao - thu nhap cao
4449,2025-01-01,Finance,Accountant,0,1,0.16175083143681515,16.18,Trung binh,2,It tham nien - Khoi luong cong viec thap
4450,2025-01-01,Human Resources,HR Executive,0,1,0.17260090053150245,17.26,Trung binh,3,Cap bac cao - thu nhap cao
4451,2025-01-01,Sales,Account Manager,0,0,0.07202516696126439,7.2,Thap,3,Cap bac cao - thu nhap cao
4453,2025-01-01,Operations,Operations Manager,0,1,0.16941759264974887,16.94,Trung binh,3,Cap bac cao - thu nhap cao
4454,2025-01-01,Human Resources,HR Executive,0,0,0.1317119345836208,13.17,Thap,3,Cap bac cao - thu nhap cao
4459,2025-01-01,Sales,Account Manager,0,1,0.2005982947302397,20.06,Trung binh,3,Cap bac cao - thu nhap cao
4461,2025-01-01,Sales,Sales Representative,1,0,0.14811359077908756,14.81,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4465,2025-01-01,Information Technology,IT Support,1,1,0.22259692627148714,22.26,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4466,2025-01-01,Human Resources,HR Manager,0,1,0.21434469025875827,21.43,Trung binh,0,Lau nam - thang tien cham
4467,2025-01-01,Human Resources,Recruiter,0,1,0.18598931389160372,18.6,Trung binh,2,It tham nien - Khoi luong cong viec thap
4468,2025-01-01,Operations,Operations Manager,0,0,0.13126792161863984,13.13,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4472,2025-01-01,Sales,Sales Representative,0,0,0.13679131870073286,13.68,Thap,3,Cap bac cao - thu nhap cao
4474,2025-01-01,Operations,Procurement Specialist,1,0,0.05401261988332282,5.4,Thap,2,It tham nien - Khoi luong cong viec thap
4475,2025-01-01,Finance,Accountant,0,1,0.31524954796651594,31.52,Cao,0,Lau nam - thang tien cham
4476,2025-01-01,Sales,Sales Representative,1,0,0.12982689042410012,12.98,Thap,0,Lau nam - thang tien cham
4479,2025-01-01,Information Technology,QA Engineer,1,0,0.07946981877731421,7.95,Thap,2,It tham nien - Khoi luong cong viec thap
4480,2025-01-01,Sales,Account Manager,0,1,0.24963411437949745,24.96,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4482,2025-01-01,Operations,Operations Manager,1,0,0.13828924845426402,13.83,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4483,2025-01-01,Finance,Finance Manager,0,1,0.18219909885434687,18.22,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4485,2025-01-01,Sales,Sales Supervisor,0,1,0.16199703656203404,16.2,Trung binh,2,It tham nien - Khoi luong cong viec thap
4492,2025-01-01,Human Resources,HR Manager,0,1,0.22900445708312706,22.9,Trung binh,0,Lau nam - thang tien cham
4495,2025-01-01,Operations,Procurement Specialist,0,0,0.12474150523564544,12.47,Thap,2,It tham nien - Khoi luong cong viec thap
4496,2025-01-01,Sales,Sales Executive,0,0,0.08674852717684754,8.67,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4498,2025-01-01,Human Resources,HR Executive,0,0,0.11524901707210038,11.52,Thap,2,It tham nien - Khoi luong cong viec thap
4499,2025-01-01,Human Resources,HR Executive,0,0,0.09896713834632913,9.9,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4500,2025-01-01,Human Resources,Recruiter,1,0,0.09851170815111336,9.85,Thap,0,Lau nam - thang tien cham
4503,2025-01-01,Finance,Financial Analyst,0,0,0.11876732396710767,11.88,Thap,2,It tham nien - Khoi luong cong viec thap
4504,2025-01-01,Finance,Accountant,0,0,0.04364260975070732,4.36,Thap,0,Lau nam - thang tien cham
4510,2025-01-01,Sales,Sales Executive,0,0,0.09138186366971644,9.14,Thap,0,Lau nam - thang tien cham
4515,2025-01-01,Human Resources,C&B Specialist,0,0,0.08413029687388295,8.41,Thap,0,Lau nam - thang tien cham
4517,2025-01-01,Information Technology,IT Support,0,0,0.1242571932462476,12.43,Thap,2,It tham nien - Khoi luong cong viec thap
4519,2025-01-01,Sales,Sales Executive,0,1,0.17785888920731763,17.79,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4521,2025-01-01,Information Technology,QA Engineer,1,1,0.19797367369043098,19.8,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4522,2025-01-01,Information Technology,System Administrator,0,0,0.0984938274791586,9.85,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4523,2025-01-01,Operations,Operations Executive,0,1,0.2752883001225197,27.53,Trung binh,3,Cap bac cao - thu nhap cao
4526,2025-01-01,Sales,Sales Representative,0,0,0.053473389359450174,5.35,Thap,2,It tham nien - Khoi luong cong viec thap
4528,2025-01-01,Marketing,Content Specialist,0,1,0.21060126912499932,21.06,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4532,2025-01-01,Finance,Accountant,0,0,0.0988275360917291,9.88,Thap,0,Lau nam - thang tien cham
4533,2025-01-01,Sales,Sales Executive,1,1,0.25180008069856236,25.18,Trung binh,0,Lau nam - thang tien cham
4535,2025-01-01,Information Technology,QA Engineer,1,1,0.19688150877451724,19.69,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4536,2025-01-01,Marketing,Marketing Executive,0,0,0.14299699470231045,14.3,Thap,0,Lau nam - thang tien cham
4537,2025-01-01,Sales,Sales Representative,0,0,0.0704951633448647,7.05,Thap,2,It tham nien - Khoi luong cong viec thap
4541,2025-01-01,Sales,Sales Executive,1,0,0.15385464912252006,15.39,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4543,2025-01-01,Human Resources,Recruiter,0,0,0.12302226171521762,12.3,Thap,2,It tham nien - Khoi luong cong viec thap
4544,2025-01-01,Operations,Procurement Specialist,1,1,0.31549714315529176,31.55,Cao,1,Khoi luong cong viec cao - uu tien giu chan
4546,2025-01-01,Marketing,Marketing Manager,0,0,0.08756090611853161,8.76,Thap,2,It tham nien - Khoi luong cong viec thap
4550,2025-01-01,Sales,Account Manager,0,1,0.3182096309710904,31.82,Cao,1,Khoi luong cong viec cao - uu tien giu chan
4556,2025-01-01,Marketing,Marketing Executive,1,0,0.09648381656039082,9.65,Thap,2,It tham nien - Khoi luong cong viec thap
4557,2025-01-01,Information Technology,IT Support,1,0,0.09975652481879543,9.98,Thap,3,Cap bac cao - thu nhap cao
4558,2025-01-01,Information Technology,Data Analyst,1,1,0.2335195139390984,23.35,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4560,2025-01-01,Operations,Warehouse Supervisor,0,0,0.12974382309338067,12.97,Thap,2,It tham nien - Khoi luong cong viec thap
4561,2025-01-01,Marketing,Marketing Manager,0,0,0.06940828697668747,6.94,Thap,2,It tham nien - Khoi luong cong viec thap
4562,2025-01-01,Human Resources,Recruiter,0,0,0.15623301833712303,15.62,Thap,2,It tham nien - Khoi luong cong viec thap
4564,2025-01-01,Finance,Accountant,0,0,0.0604197699517326,6.04,Thap,2,It tham nien - Khoi luong cong viec thap
4568,2025-01-01,Finance,Finance Manager,0,0,0.09031175919450542,9.03,Thap,2,It tham nien - Khoi luong cong viec thap
4569,2025-01-01,Operations,Procurement Specialist,0,0,0.06648863058320204,6.65,Thap,2,It tham nien - Khoi luong cong viec thap
4571,2025-01-01,Information Technology,QA Engineer,0,0,0.15061483372440382,15.06,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4573,2025-01-01,Operations,Operations Manager,0,0,0.11527060321105065,11.53,Thap,3,Cap bac cao - thu nhap cao
4574,2025-01-01,Operations,Operations Executive,0,1,0.17845815780466717,17.85,Trung binh,2,It tham nien - Khoi luong cong viec thap
4577,2025-01-01,Information Technology,Data Analyst,0,1,0.18582033294002248,18.58,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4578,2025-01-01,Operations,Operations Manager,0,0,0.13434189846321598,13.43,Thap,3,Cap bac cao - thu nhap cao
4580,2025-01-01,Human Resources,Recruiter,1,0,0.11777421398805786,11.78,Thap,0,Lau nam - thang tien cham
4584,2025-01-01,Information Technology,Data Analyst,0,0,0.15403492356592471,15.4,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4585,2025-01-01,Sales,Sales Representative,0,0,0.08190840250588582,8.19,Thap,2,It tham nien - Khoi luong cong viec thap
4586,2025-01-01,Human Resources,C&B Specialist,0,0,0.03484713334583984,3.48,Thap,2,It tham nien - Khoi luong cong viec thap
4587,2025-01-01,Finance,Internal Auditor,0,0,0.04190838555478593,4.19,Thap,2,It tham nien - Khoi luong cong viec thap
4592,2025-01-01,Operations,Procurement Specialist,0,0,0.055559060583066214,5.56,Thap,3,Cap bac cao - thu nhap cao
4594,2025-01-01,Sales,Sales Supervisor,0,0,0.13775103850104892,13.78,Thap,2,It tham nien - Khoi luong cong viec thap
4595,2025-01-01,Operations,Warehouse Supervisor,0,1,0.2486127697716554,24.86,Trung binh,2,It tham nien - Khoi luong cong viec thap
4596,2025-01-01,Operations,Operations Executive,0,1,0.21653427029582786,21.65,Trung binh,0,Lau nam - thang tien cham
4598,2025-01-01,Sales,Sales Executive,0,0,0.11288697049956714,11.29,Thap,2,It tham nien - Khoi luong cong viec thap
4600,2025-01-01,Information Technology,System Administrator,0,0,0.036949848020755384,3.69,Thap,3,Cap bac cao - thu nhap cao
4602,2025-01-01,Marketing,Content Specialist,0,0,0.07487511901158903,7.49,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4603,2025-01-01,Sales,Sales Representative,0,0,0.021800666946289095,2.18,Thap,2,It tham nien - Khoi luong cong viec thap
4606,2025-01-01,Sales,Sales Executive,0,0,0.05160394903650573,5.16,Thap,2,It tham nien - Khoi luong cong viec thap
4607,2025-01-01,Sales,Sales Representative,0,0,0.10787098282367547,10.79,Thap,0,Lau nam - thang tien cham
4608,2025-01-01,Sales,Sales Supervisor,0,1,0.3610135790593765,36.1,Cao,1,Khoi luong cong viec cao - uu tien giu chan
4609,2025-01-01,Marketing,Marketing Manager,0,1,0.27125706908287905,27.13,Trung binh,3,Cap bac cao - thu nhap cao
4610,2025-01-01,Finance,Internal Auditor,0,1,0.1690556639997736,16.91,Trung binh,0,Lau nam - thang tien cham
4612,2025-01-01,Marketing,Marketing Executive,0,0,0.14384469098076846,14.38,Thap,2,It tham nien - Khoi luong cong viec thap
4614,2025-01-01,Human Resources,HR Executive,0,0,0.06625368627578553,6.63,Thap,2,It tham nien - Khoi luong cong viec thap
4615,2025-01-01,Marketing,Marketing Manager,0,0,0.07759649077513092,7.76,Thap,3,Cap bac cao - thu nhap cao
4616,2025-01-01,Marketing,Content Specialist,0,0,0.12156918863378369,12.16,Thap,0,Lau nam - thang tien cham
4617,2025-01-01,Information Technology,System Administrator,0,1,0.19580583895086195,19.58,Trung binh,2,It tham nien - Khoi luong cong viec thap
4621,2025-01-01,Information Technology,IT Support,0,0,0.1407105344022338,14.07,Thap,2,It tham nien - Khoi luong cong viec thap
4622,2025-01-01,Marketing,Content Specialist,0,1,0.21904155529120733,21.9,Trung binh,2,It tham nien - Khoi luong cong viec thap
4625,2025-01-01,Marketing,Marketing Executive,0,1,0.27709117381777676,27.71,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4626,2025-01-01,Operations,Operations Manager,0,1,0.24598555793047952,24.6,Trung binh,2,It tham nien - Khoi luong cong viec thap
4628,2025-01-01,Information Technology,System Administrator,0,0,0.13113508803492618,13.11,Thap,0,Lau nam - thang tien cham
4630,2025-01-01,Operations,Operations Manager,0,0,0.11316299544389885,11.32,Thap,3,Cap bac cao - thu nhap cao
4633,2025-01-01,Finance,Accountant,1,0,0.13834810672496334,13.83,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4638,2025-01-01,Marketing,Digital Marketing Specialist,1,1,0.23791888744820658,23.79,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4639,2025-01-01,Information Technology,System Administrator,0,0,0.05495363106218033,5.5,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4640,2025-01-01,Finance,Finance Manager,0,0,0.06965162164219874,6.97,Thap,2,It tham nien - Khoi luong cong viec thap
4641,2025-01-01,Finance,Financial Analyst,0,0,0.09798768113762812,9.8,Thap,2,It tham nien - Khoi luong cong viec thap
4642,2025-01-01,Operations,Warehouse Supervisor,0,1,0.28226131315415814,28.23,Trung binh,0,Lau nam - thang tien cham
4644,2025-01-01,Operations,Procurement Specialist,0,1,0.19465579017251167,19.47,Trung binh,3,Cap bac cao - thu nhap cao
4650,2025-01-01,Human Resources,HR Executive,0,0,0.10272754048649149,10.27,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4651,2025-01-01,Finance,Accountant,0,1,0.24693391812364787,24.69,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4652,2025-01-01,Finance,Accountant,0,0,0.13430398585887998,13.43,Thap,2,It tham nien - Khoi luong cong viec thap
4653,2025-01-01,Marketing,Marketing Manager,0,1,0.27727476483367874,27.73,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4659,2025-01-01,Human Resources,C&B Specialist,0,0,0.05768764863433453,5.77,Thap,2,It tham nien - Khoi luong cong viec thap
4661,2025-01-01,Information Technology,Software Engineer,0,0,0.0900524079968421,9.01,Thap,2,It tham nien - Khoi luong cong viec thap
4662,2025-01-01,Information Technology,QA Engineer,1,0,0.13101550147170662,13.1,Thap,2,It tham nien - Khoi luong cong viec thap
4663,2025-01-01,Finance,Financial Analyst,0,0,0.10973354755891061,10.97,Thap,0,Lau nam - thang tien cham
4664,2025-01-01,Operations,Operations Manager,0,0,0.09546061202408714,9.55,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4667,2025-01-01,Sales,Sales Representative,0,0,0.059172860550030335,5.92,Thap,2,It tham nien - Khoi luong cong viec thap
4669,2025-01-01,Marketing,Marketing Executive,0,1,0.18868739511079285,18.87,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4671,2025-01-01,Information Technology,System Administrator,1,1,0.21217597906131344,21.22,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4676,2025-01-01,Human Resources,HR Executive,0,1,0.17614286285551234,17.61,Trung binh,3,Cap bac cao - thu nhap cao
4677,2025-01-01,Human Resources,HR Manager,0,0,0.06881357119245264,6.88,Thap,2,It tham nien - Khoi luong cong viec thap
4679,2025-01-01,Sales,Account Manager,0,0,0.08967788883950287,8.97,Thap,2,It tham nien - Khoi luong cong viec thap
4681,2025-01-01,Operations,Operations Manager,0,0,0.13707545645417288,13.71,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4682,2025-01-01,Human Resources,HR Executive,1,0,0.1416956477890506,14.17,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4684,2025-01-01,Operations,Operations Executive,0,1,0.32278797750616933,32.28,Cao,3,Cap bac cao - thu nhap cao
4685,2025-01-01,Marketing,Marketing Manager,1,0,0.11244339952407116,11.24,Thap,3,Cap bac cao - thu nhap cao
4686,2025-01-01,Sales,Sales Executive,0,0,0.0922357486574576,9.22,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4687,2025-01-01,Marketing,Content Specialist,0,0,0.15681944319547172,15.68,Thap,0,Lau nam - thang tien cham
4690,2025-01-01,Marketing,Marketing Manager,0,0,0.12675887248483544,12.68,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4693,2025-01-01,Operations,Procurement Specialist,0,1,0.20679819769364527,20.68,Trung binh,0,Lau nam - thang tien cham
4694,2025-01-01,Marketing,Content Specialist,0,0,0.13025904540716235,13.03,Thap,3,Cap bac cao - thu nhap cao
4696,2025-01-01,Human Resources,C&B Specialist,0,0,0.13215716353900442,13.22,Thap,0,Lau nam - thang tien cham
4704,2025-01-01,Finance,Internal Auditor,0,1,0.1608856567164545,16.09,Trung binh,0,Lau nam - thang tien cham
4705,2025-01-01,Information Technology,System Administrator,0,0,0.07335517539922855,7.34,Thap,3,Cap bac cao - thu nhap cao
4706,2025-01-01,Human Resources,HR Executive,1,1,0.19460094082128288,19.46,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4707,2025-01-01,Information Technology,Software Engineer,0,1,0.1723970349923713,17.24,Trung binh,2,It tham nien - Khoi luong cong viec thap
4709,2025-01-01,Sales,Sales Supervisor,0,0,0.03533939509720312,3.53,Thap,3,Cap bac cao - thu nhap cao
4710,2025-01-01,Finance,Financial Analyst,0,1,0.2267543950970441,22.68,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4711,2025-01-01,Operations,Operations Manager,0,1,0.2002986107098457,20.03,Trung binh,0,Lau nam - thang tien cham
4712,2025-01-01,Finance,Financial Analyst,0,0,0.07487129957515233,7.49,Thap,2,It tham nien - Khoi luong cong viec thap
4713,2025-01-01,Marketing,Content Specialist,0,1,0.18733031915659032,18.73,Trung binh,2,It tham nien - Khoi luong cong viec thap
4716,2025-01-01,Human Resources,HR Executive,0,0,0.10684817477186875,10.68,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4717,2025-01-01,Sales,Sales Supervisor,1,1,0.221885763702948,22.19,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4719,2025-01-01,Marketing,Digital Marketing Specialist,0,1,0.16261255221364398,16.26,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4722,2025-01-01,Operations,Warehouse Supervisor,0,1,0.4425196973092524,44.25,Cao,1,Khoi luong cong viec cao - uu tien giu chan
4725,2025-01-01,Sales,Sales Executive,0,0,0.15011355356950454,15.01,Thap,1,Khoi luong cong viec cao - uu tien giu chan
4727,2025-01-01,Human Resources,C&B Specialist,0,1,0.22603562296763519,22.6,Trung binh,0,Lau nam - thang tien cham
4728,2025-01-01,Sales,Sales Supervisor,0,1,0.2169267806821888,21.69,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4729,2025-01-01,Finance,Internal Auditor,0,0,0.12999333887548584,13.0,Thap,2,It tham nien - Khoi luong cong viec thap
4730,2025-01-01,Information Technology,Software Engineer,1,0,0.1579421500197084,15.79,Thap,3,Cap bac cao - thu nhap cao
4735,2025-01-01,Information Technology,QA Engineer,0,0,0.11835881118664456,11.84,Thap,3,Cap bac cao - thu nhap cao
4736,2025-01-01,Information Technology,System Administrator,0,0,0.040151194458708496,4.02,Thap,2,It tham nien - Khoi luong cong viec thap
4739,2025-01-01,Human Resources,HR Manager,1,0,0.016939649005950682,1.69,Thap,2,It tham nien - Khoi luong cong viec thap
4740,2025-01-01,Human Resources,HR Executive,0,0,0.10420817737240054,10.42,Thap,3,Cap bac cao - thu nhap cao
4741,2025-01-01,Marketing,Marketing Manager,0,0,0.0636361622358179,6.36,Thap,2,It tham nien - Khoi luong cong viec thap
4746,2025-01-01,Information Technology,IT Support,0,0,0.14779884493598544,14.78,Thap,0,Lau nam - thang tien cham
4747,2025-01-01,Operations,Operations Executive,0,1,0.19827935579314435,19.83,Trung binh,2,It tham nien - Khoi luong cong viec thap
4748,2025-01-01,Operations,Warehouse Supervisor,0,1,0.21149232657188952,21.15,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
4750,2025-01-01,Finance,Accountant,0,0,0.14561446633118455,14.56,Thap,3,Cap bac cao - thu nhap cao
4751,2025-01-01,Information Technology,System Administrator,0,0,0.0,0.0,Thap,2,It tham nien - Khoi luong cong viec thap
4752,2025-01-01,Marketing,Content Specialist,0,1,0.2428190040697745,24.28,Trung binh,3,Cap bac cao - thu nhap cao
4754,2025-01-01,Finance,Accountant,0,1,0.20072669587511174,20.07,Trung binh,2,It tham nien - Khoi luong cong viec thap
